task_id,total_magnetization,volume
mp-1205777,0.0194153,186.79932137152414
mp-1205807,0.0082759,130.14447386726485
mp-1206118,2.6925894,104.84497603539772
mp-1206267,0.2741307,195.78723342107827
mp-1206319,0.59579085,302.3107383691191
mp-1206347,0.0187936,291.7815111300158
mp-1206356,3.16e-05,92.575168753763
mp-1206379,1.9998569,59.58057001310768
mp-1206397,0.0051526,116.58079875712495
mp-1206425,6.3411679,51.67355014835924
mp-1206541,0.07244193333333333,96.84143851567859
mp-1206556,3.62823635,89.17371400754269
mp-1206612,6.964569,84.07887169269887
mp-1206732,5.86693,124.28978761454499
mp-1206757,3.0181735,123.20327328004521
mp-1206841,1.0940162,244.6697849696025
mp-1206874,0.0134565,12.699837480519504
mp-1206883,4.9725854,146.29970625437875
mp-1207117,4.9828591,44.08757013339564
mp-1207414,0.2007728,540.4904340556426
mp-1207507,0.9928016,1625.3123406203335
mp-1207538,0.9956495333333333,843.027613419142
mp-1207600,0.00011625,229.1627620298245
mp-1207632,0.000690525,200.97790412282234
mp-1207655,1.573996475,495.82500980821334
mp-1207661,0.06373275,923.82872158213
mp-1207712,5.7127828,283.6919012486694
mp-1207723,3.0949303,178.49190197546207
mp-1207776,3.2224735,257.1766178837901
mp-1207811,9.25e-06,461.53172011198234
mp-12079,2.0126354,89.19274607922603
mp-1207963,1.6201881,251.57771083439627
mp-1207976,1.2925e-05,223.17655504735603
mp-1208075,1.1291150333333333,689.9125326878534
mp-1208106,8.0011933,593.1889952341966
mp-1208175,1.0122281,581.977777045905
mp-1208188,3.00245315,806.2039762646979
mp-1208211,1.0588125666666668,686.9653240704341
mp-1208238,5.999874325,1050.56521659137
mp-1208246,0.00964805,278.33420452373207
mp-1208336,6.1525e-05,230.3992592802338
mp-1208409,0.0120278,341.4044376621366
mp-1208472,2.6270846,256.1550397135032
mp-1208543,0.00814765,238.74346173422518
mp-1208576,1.03e-05,168.54767538116403
mp-1208712,0.000984125,772.7366289897127
mp-1208869,0.0002587,256.27008527735984
mp-1208920,3.00120465,246.78873060638097
mp-1208943,1.0059043,53.10438552415099
mp-1208990,0.0278164,268.000657373558
mp-1209292,0.00037405,366.0819718098479
mp-1209307,3.0000001,579.1555109747949
mp-1209874,3.7133483,268.7182474410136
mp-1209967,0.02509935,342.3163408021848
mp-1209993,0.0064661,231.3808414046431
mp-1210027,7.004479175,2331.644357094641
mp-1210035,1.3726518,247.77055244940928
mp-1210062,1.00018665,247.37793941379914
mp-1210144,3.999999825,313.1865535462279
mp-1210198,1.1426339,685.4669976330473
mp-1210308,2.9999998,711.2881411608075
mp-1210393,2.97785435,1613.1641673496833
mp-1210483,6.00000005,282.09693884740193
mp-1210681,0.00050865,429.10551488914666
mp-1210746,6.1920885,52.91784987325274
mp-1210767,0.9593056,519.7684519045797
mp-1210815,0.01297105,275.4866652876873
mp-1210889,27.0000005,448.0305946451241
mp-1210890,0.59068295,191.54835850730154
mp-1211117,0.00434685,1100.9685037035933
mp-1211224,4.6493107,86.83072338563176
mp-1211348,0.2013535,349.94038382062155
mp-1211587,2.00681535,529.9716932877544
mp-1211822,0.9996256,743.510446278857
mp-1211851,0.001199075,349.8830731553851
mp-1211872,6.998016125,816.2587867931395
mp-1211977,3.00016845,602.596285827016
mp-1212013,0.9940463,430.5275004701797
mp-1212111,0.0014114,524.077388681198
mp-1212117,0.000149125,226.31240770301528
mp-1212168,0.9084862,1609.7245184906296
mp-1212258,3.0000042,234.20022977108258
mp-1212284,1.6563853,254.20297207473342
mp-1212356,1.0136838,236.20877248242917
mp-1212526,2.645e-05,373.6990848585058
mp-1212556,3.008023025,998.4356912567381
mp-1212758,18.9895307,460.8522624013549
mp-1212824,0.00136625,193.10913772755546
mp-1212844,2.6260896,254.43723647934735
mp-1212868,8.1825e-05,228.66095190740992
mp-1213100,9.55e-05,225.75187254037064
mp-1213101,0.99608975,237.0487331153316
mp-1213263,3.190336,177.86821977728573
mp-1213687,2.999749825,497.2209062465713
mp-1213696,0.010799125,496.45175627589913
mp-1213726,2.9952255,44.04032164974613
mp-1213762,0.022956825,172.46138987283362
mp-1213771,0.80095365,224.59989471347217
mp-1213796,0.1807043,366.7117199657188
mp-1213845,0.05832575,348.1126105018159
mp-1213858,9.001695,321.0238190612837
mp-1213911,0.99996235,472.27253436386394
mp-1213921,0.9203803,747.1076482217333
mp-1213999,0.99998045,372.9760985572464
mp-1214146,5.0103446,995.5637980490488
mp-1214168,3.005991425,1158.2213252693623
mp-1214371,6.013634275,1112.3574808776204
mp-1214447,0.095647675,711.997370935935
mp-1214485,2.9979959,212.1788682757832
mp-1214571,2.4388165,179.10940895363504
mp-1214582,6.0000002,1060.2002971140837
mp-1214586,2.5205311,182.7378607343197
mp-1214590,2.5404252,185.09527408515603
mp-1214600,2.6000313,184.84399541826153
mp-1214637,0.06037325,429.0469567315732
mp-1214652,0.3820388,187.06230228922718
mp-1214661,0.7838401,178.0694967673055
mp-1214693,2.5720793,178.86287519073466
mp-1214699,0.4783994,178.90738731177183
mp-1214777,5.29e-05,532.4642629575138
mp-1214998,3.00153425,1702.7263119895395
mp-1215013,4.9999996,591.0648019094251
mp-1215088,3.00108715,972.3173238063175
mp-1215205,1.8952463,79.68077939948355
mp-1215214,1.6878193,79.26136974160345
mp-1215305,0.081173375,173.86863222318206
mp-1215402,7.9304931,178.75585508385194
mp-1215431,0.0233067,35.49189300214985
mp-1215510,0.0667696,99.78937400100432
mp-1215573,0.9825034,135.88493564107208
mp-1215583,2.9895678,232.53414264764703
mp-1215609,5.2e-06,252.26597962257455
mp-1215623,22.9505885,155.90771618144856
mp-1215658,22.9765562,156.84566017464667
mp-1215665,1.5524311,221.75353775887618
mp-1215675,3.0000523,248.46494017286673
mp-1215734,8.5572604,437.36008480152253
mp-1215744,0.0007878,85.54985437603027
mp-1215745,43.0015736,312.93260164801194
mp-1215811,4.6827159,161.7330385628119
mp-1215821,0.0235485,162.80343251261326
mp-1215842,48.9968201,312.281504743878
mp-1215872,1.4612768,156.7385367678425
mp-1215913,0.0025781,46.071849221549435
mp-1215956,0.0038924,212.69054556307987
mp-1215957,0.03504255,91.41006998673433
mp-1215960,3.6526003,82.9862239777446
mp-1215977,2.6598387,84.29159946459862
mp-1216036,2.8961994,493.2206785911498
mp-1216048,2.3788206,470.87118231729573
mp-1216065,0.304183,92.25621014549735
mp-1216079,0.244842075,215.35735050352935
mp-1216167,9.2768353,165.1134740267175
mp-1216214,0.0440875,172.9161678886705
mp-1216253,14.3652855,294.7007661005043
mp-1216292,0.12328343333333334,455.8609442811794
mp-1216316,3.2847927,78.3796268529532
mp-1216320,0.0083052,75.3299058153486
mp-1216321,0.52817845,84.06563883278875
mp-1216374,0.0341059,158.61533106821247
mp-1216386,17.4445967,291.50144760474996
mp-1216438,0.1416178,294.8659868738238
mp-1216459,7.0088974,94.77383271226725
mp-1216559,0.0033608,103.88914164042265
mp-1216615,0.0093738,92.95128835304158
mp-1216669,4.399292,204.34413894544423
mp-1216747,3.8720609,204.05808889486738
mp-1216818,0.805992075,766.9745559198998
mp-1216949,0.9769524,52.68989998037493
mp-1216950,0.6481563,56.64930232854311
mp-1217016,1.008665,49.74559864050916
mp-1217078,0.7461192,53.449942030290636
mp-1217083,1.93232915,324.61162412132023
mp-1217164,0.9094191,242.85257150124764
mp-1217185,1.0082123,167.3913783111752
mp-1217213,1.293883,330.08572387656454
mp-1217221,1.2793902,217.2315101369721
mp-1217224,2.1385261,128.04607377380222
mp-1217225,2.9908546,451.9416621027885
mp-1217297,0.1153831,118.07773864506811
mp-1217304,7.7057911,88.3890226980416
mp-1217356,0.0880316,84.79414801481066
mp-1217656,6.195417,317.5350426168013
mp-1217664,0.4761117,457.4139174872661
mp-1217742,0.0520743,320.95889056311364
mp-1217761,4.2e-06,90.25922087606862
mp-1217772,1.845e-05,180.66590248942012
mp-1217780,0.01441735,158.63103263172673
mp-1217857,1.05892,511.05648765511427
mp-1217952,1.3050112,1175.9047342265403
mp-1218042,0.01775835,148.64952189519585
mp-1218086,1.226097,237.24357867379504
mp-1218091,0.6401838,230.19825059012032
mp-1218094,1.17441985,382.48713465314484
mp-1218109,0.2097528,115.35660940459427
mp-1218143,6.9670111,116.39713278566151
mp-1218151,1.14e-05,91.51657068693989
mp-1218161,1.9931546,93.7640214980128
mp-1218163,3.0098072,237.71040208106245
mp-1218179,0.00042709230769230773,366.9358545506443
mp-1218191,0.0001884,186.62424930983238
mp-1218219,0.074838275,489.9127618784683
mp-1218232,6.9961501,86.78255134245977
mp-1218234,7.0060068,243.8220078437214
mp-1218251,7.24494075,345.2004060778189
mp-1218258,0.7986978,191.35252731164587
mp-1218280,9.49008675,174.0945228640479
mp-1218340,5.0069369,185.00031634180803
mp-1218403,7.0017443,188.36747150693833
mp-1218444,1.99758855,373.749986382066
mp-1218452,18.4988328,286.17174133117027
mp-1218459,4.079182,181.69654934088518
mp-1218466,4.8829777,182.80039769616477
mp-1218485,6.3207058,161.36930456030868
mp-1218489,4.6651899,180.6619474460328
mp-1218496,0.0005458,165.78886395498517
mp-1218543,12.008383,304.72073512585666
mp-1218557,1.0151409,399.342206518973
mp-1218565,1.9368759,245.854909994378
mp-1218568,0.0404214,252.26191568268854
mp-1218583,13.1804336,238.2824714639213
mp-1218612,1.99785535,372.6740068301675
mp-1218667,15.0027595,291.9092249868644
mp-1218676,4.0008347,297.40739821473346
mp-1218682,4.032329,474.9256530180334
mp-1218687,4.3512679,290.6139053735194
mp-1218694,7.5013685,290.27878063040777
mp-1218706,6.992797,192.61563048589426
mp-1218784,3.3424712,296.15867058149973
mp-1218816,15.0064549,291.6156415072823
mp-1218833,6.265516,115.37620604705093
mp-1218846,5.3949598,125.39422369877433
mp-1218902,0.8781764,618.6404426325731
mp-1218934,24.9874116,633.6744951294369
mp-1219118,1.0466403,1006.6193691880362
mp-1219208,0.0042946,266.75161272629316
mp-1219279,0.00118665,520.4576141659004
mp-1219300,0.0138267,60.84416440868533
mp-1219319,5.00000005,230.58920155931418
mp-1219338,15.058284,193.79485468925557
mp-1219380,1.9996704,216.10368664358316
mp-1219393,0.00049575,186.58487601208688
mp-1219564,2.6980546,99.51796710581344
mp-1219591,6.00000005,275.6151953061709
mp-1219598,0.04139455,286.04267625651505
mp-1219629,0.02699185,275.4594737175572
mp-1219804,3.119313,87.93297735583893
mp-1220394,0.8405333,186.04839544134123
mp-1220405,0.5394798,155.9722590631426
mp-1220467,8.2607215,345.33716974883004
mp-1220517,1.0992333,159.29082749864816
mp-1220568,0.04043735,234.43533920171953
mp-1220716,0.00283715,160.3674043979599
mp-1220766,0.00046505,153.37879471717184
mp-1221135,1.9999712,187.0038282197491
mp-1221227,8.9960339,127.31533260791366
mp-1221245,0.99863285,593.0839623829233
mp-1221297,18.0,536.3322179032976
mp-1221339,8.0,126.57819663748438
mp-1221350,30.2719624,1041.9962356745598
mp-1221438,0.0,233.94583217805686
mp-1221599,3.5938036,90.25804723307554
mp-1221622,5.0163243,58.65215323490179
mp-1221649,0.5246248,54.68321630197024
mp-1221661,0.1069082,53.24984351131425
mp-1221680,0.00049055,63.46690830982406
mp-1221689,0.0014083,116.60736693142452
mp-1221695,37.9155287,794.8568771458223
mp-1221704,0.0069696,56.040444448524
mp-1221723,0.8947628,83.5278521375169
mp-1221785,11.00000005,239.37658542197647
mp-1221808,0.1110531,268.62683371957655
mp-1221841,12.00000005,159.9759807733269
mp-1221846,0.0127088,224.39964154318184
mp-1221850,19.598085,158.08927664420278
mp-1221920,0.0131033,135.55264907336266
mp-1221921,0.1460771,87.85735119200568
mp-1221995,0.00851485,408.936322115153
mp-1221996,1.00020285,158.16567173322676
mp-1222036,12.1421302,155.9219531624107
mp-1222057,22.9792052,155.69540018177847
mp-1222067,0.1584546,235.31151391172355
mp-1222071,0.002973275,157.80992773098572
mp-1222096,9.027848,93.99869284748267
mp-1222104,14.287266,146.94416321866055
mp-1222109,0.0177081,149.14091347096965
mp-1222111,0.9997277,302.08184728460486
mp-1222126,9.0485532,174.71873227768012
mp-1222130,16.7814659,791.6193757406046
mp-1222148,23.4264636,234.9579624833634
mp-1222191,19.229297,233.8221522578325
mp-1222196,2.9999699,298.5820847688032
mp-1222210,2.0014566,139.43421589237178
mp-1222222,17.0972398,187.30996436824822
mp-1222260,1.67e-05,43.16237327910747
mp-1222272,3.0,85.7011462503765
mp-1222417,0.232421125,201.02352036744315
mp-1222462,3.0000519,116.25537740326614
mp-1222507,7.1598176,105.99017534282753
mp-1222510,8.9850346,108.11788713775717
mp-1222513,10.0189377,108.45956677314405
mp-1222524,6.0,105.40838508159663
mp-1222544,3.0003526,105.97463420561945
mp-1222564,3.0,201.43020895509258
mp-1222609,13.0023698,145.19259678760366
mp-1222620,13.0369305,145.51597279187965
mp-1222667,1.9998632,179.9614605206671
mp-1222740,0.0250507,151.18548912272487
mp-1222816,4.9945281,72.06851855125413
mp-1222832,2.305015,158.05792340899154
mp-1222854,1.0020486,353.61293916073777
mp-1222925,6.9609799,305.0047041289075
mp-1222930,0.0200158,90.94224206119097
mp-1222937,3.5838224,85.04801705453994
mp-1222949,2.4911823,85.78994054523646
mp-1222963,11.3904855,195.63203416130827
mp-1222992,0.0012957,233.72013919466167
mp-1223058,3.0072089,980.920594458878
mp-1223091,3.0473624,201.25270690231102
mp-1223109,11.0080064,239.01069195916986
mp-1223187,2.9698792,535.4087986989254
mp-1223190,2.7760772,317.4989759637311
mp-1223198,1.1128476,373.13699144914546
mp-1223204,0.3768857,846.795705561772
mp-1223231,0.2129796,201.4552728378532
mp-1223259,2.9983552,117.11177298546602
mp-1223263,8.0912864,171.5000580723608
mp-1223367,0.8637375,195.04652353070418
mp-1223373,8.9958968,244.31530193603427
mp-1223384,6.000733225,784.9403484416775
mp-1223424,0.3224321,399.92001005553317
mp-1223438,8.0072741,4263.074592161811
mp-1223476,2.2215372,499.65947953823587
mp-1223618,17.0,477.03094486816343
mp-1223622,9.0006919,260.716766152376
mp-1223676,1.56e-05,426.88714219653764
mp-1223680,0.87387975,802.6097247344732
mp-1223719,6.0033622,483.89497401557327
mp-1224078,8.00000005,171.289960963029
mp-1224377,1.3417559,194.96383061162504
mp-1224454,1.5442124,190.2185559319668
mp-1224459,3.6270325,160.25822925650738
mp-1224503,0.5097399,120.03013173690313
mp-1224620,0.0180346,222.48604157510528
mp-1224798,0.521356,48.69453512894124
mp-1224805,2.4699067,100.41658833119936
mp-1224829,0.0549693,98.1335854393536
mp-1224833,20.0000001,227.28072273246812
mp-1224863,1.0603644,99.77968397612553
mp-1224895,0.1916836,46.57728047463346
mp-1224950,0.4937076,121.58974380127813
mp-1224972,0.2890199,92.12449666335887
mp-1224983,0.01782495,87.81323054531936
mp-1224984,0.0343775,53.2513487739335
mp-1224993,5.3755377,52.20665406925563
mp-1224999,1.1047464,62.92056382791963
mp-1225004,0.03403965,162.39232810009506
mp-1225028,8.9929797,138.24141355107727
mp-1225083,7.1192975,42.95434444910822
mp-1225089,10.7974103,91.47045688951181
mp-1225114,21.7470335,180.85303831028662
mp-1225172,6.9133212,80.37099483771458
mp-1225174,0.0544791,113.38765768088244
mp-1225207,0.10642315,154.8873122413787
mp-1225227,10.7321799,88.4568601974166
mp-1225352,21.0110098,185.31387578652004
mp-1225353,0.20893815,149.7693712591576
mp-1225360,5.0079781,353.81840852400336
mp-1225465,1.0436692,601.4509005485767
mp-1225466,13.7112312,157.894932853901
mp-1225470,0.14365955,205.90314817803798
mp-1225561,10.2605431,165.28890176818066
mp-1225778,0.1042731,455.05915614108324
mp-1225881,3.3179459,82.82743076797614
mp-1225929,0.0352879,223.96378266018166
mp-1225975,6.0,295.4783705689777
mp-1225979,3.75099175,282.0159561615016
mp-1225998,2.1079216,27.34759449552422
mp-1226001,2.1078589,26.945822656982067
mp-1226004,3.1515817,53.0133093060145
mp-1226007,0.0169109,25.41628550002188
mp-1226013,0.1357797,59.82104255470414
mp-1226015,0.0077074,70.21589048001408
mp-1226017,0.1434016,71.52071501967005
mp-1226026,2.4461466,26.03627135398446
mp-1226027,0.0020098,25.2986416281192
mp-1226030,0.007362,182.11360562608382
mp-1226040,0.0058723,175.13055380842655
mp-1226043,1.9982632,294.3019356309492
mp-1226052,2.9720829,175.0736982105343
mp-1226056,0.0262268,206.76228704632544
mp-1226064,0.1147759,172.84908415442388
mp-1226069,0.01911955,145.7494033996681
mp-1226072,5.9808017,45.31332134572933
mp-1226076,2.2311045,21.678667160912198
mp-1226079,2.9999999,135.795213854187
mp-1226085,0.999403,277.6780403075163
mp-1226089,2.8414609,59.299866827959185
mp-1226096,3.4792997,136.68439135614128
mp-1226098,0.9954281,186.97583055313012
mp-1226100,2.9442908,186.17855467220934
mp-1226103,5.2149534,147.08848907427625
mp-1226106,0.0877601,178.67922373410792
mp-1226122,0.9971351,300.71846443884994
mp-1226126,2.9916602,226.38872095889275
mp-1226141,6.1508455,159.43079098669534
mp-1226214,20.0000001,445.6999549372397
mp-1226217,0.0129106,54.522660587299185
mp-1226238,20.96963405,493.72256805882813
mp-1226249,0.0007856,93.0522912986969
mp-1226300,15.425721,237.14041734795714
mp-1226307,14.9993077,161.02609957235933
mp-1226341,14.9531487,260.2547528772147
mp-1226366,11.00000005,155.62404981301407
mp-1226370,6.9998958,124.21929725358164
mp-1226391,1.00069745,1072.8987055372718
mp-1226398,0.0287812,288.2643396040229
mp-1226422,7.45e-05,48.019462372708595
mp-1226439,0.0065363,38.082835620695
mp-1226445,1.9523327,65.16286151931897
mp-1226447,5.3293003,48.53721367763911
mp-1226453,0.0018497,162.74197877693814
mp-1226477,0.028059725,1885.2071769247452
mp-1226487,0.0002357,244.45116127816675
mp-1226558,0.0116712,234.46671084725693
mp-1226559,5.4786286,44.09998916549775
mp-1226575,0.1526332,188.7634917429828
mp-1226583,2.3754327,193.71681461262943
mp-1226624,0.159103,79.75134256572248
mp-1226630,0.5989273,67.40234003628728
mp-1226641,0.02784945,231.2739243977901
mp-1226652,3.692716,173.17458041353055
mp-1226660,4.4529697,315.351646585637
mp-1226669,1.215e-05,98.72025066877659
mp-1226751,0.7878531,87.80215805910888
mp-1226919,1.1014691,483.36125529119397
mp-1226984,0.00599765,964.152583933592
mp-1226994,0.0455459375,2664.848554831932
mp-1227024,0.0001668,267.48016383153237
mp-1227073,8.9632421,456.3954554232626
mp-1227093,0.4171864,914.5019113596226
mp-1227098,0.381925,170.5762888862531
mp-1227118,0.0002472,259.6821898839086
mp-1227139,9.0050598,363.8846936902314
mp-1227193,8.9938274,634.1326979282306
mp-1227199,12.8295645,228.33293839297107
mp-1227259,3.0444242,632.8162072450931
mp-1227278,9.0019362,226.96773128176642
mp-1227396,2.11809895,371.10709211541507
mp-1227494,0.9922298,508.64712489444514
mp-1227676,3.0000595,135.18370152504895
mp-1227684,25.5378601,515.6654385679585
mp-1227689,5.41e-05,512.9016957453604
mp-1227707,11.1220456,457.483827838891
mp-1227711,8.9872525,454.4631513247812
mp-1227804,9.0226,511.88869067403334
mp-1227838,0.6147301,121.01788773693069
mp-1227840,6.9992334,124.95453369770154
mp-1227874,0.70426575,243.27894249392756
mp-1227932,11.0011199,237.25513653901393
mp-1227960,6.9268223,176.96151419413286
mp-1228027,0.0067986,426.3031493062755
mp-1228112,1.4399069,131.88035978646153
mp-1228162,0.26220845,471.9130874360328
mp-1228169,7.0,275.1578870032801
mp-1228232,25.0290016,484.2703111508821
mp-1228254,11.0332793,745.1829149257662
mp-1228260,19.0089549,438.25428773744545
mp-1228330,25.0393945,582.4565065502409
mp-1228387,0.727632,173.4024369463537
mp-1228404,16.00000005,371.87262566053573
mp-1228415,19.0018699,366.65271172432153
mp-1228419,0.53365975,604.3973651579705
mp-1228420,2.896398,603.6011986462694
mp-1228423,5.1811492,788.6987072875725
mp-1228468,19.0882337,362.9132859861219
mp-1228469,9.7220587,235.9776515825638
mp-1228475,0.7285641,701.1462355796583
mp-1228481,12.0035757,245.6036020489898
mp-1228483,0.547842,243.7737568641457
mp-1228513,20.6883646,485.7983228457049
mp-1228516,13.0133726,242.78955448330106
mp-1228530,8.8959035,491.61401685951205
mp-1228541,0.001946,836.9056428997691
mp-1228571,3.4342455,246.10797405484516
mp-1228573,26.998852,370.83592761125755
mp-1228582,0.3496445,825.159456544302
mp-1228585,2.9318314,622.7976041002285
mp-1228594,12.9138216,418.4363621431639
mp-1228604,15.0095036,246.02608802993345
mp-1228609,0.66204145,739.5504725389452
mp-1228629,5.00849175,405.1869485484428
mp-1228653,5.2116462,414.1780797770336
mp-1228658,0.3887322,725.3794321212588
mp-1228696,4.765e-05,853.2613115216611
mp-1228722,1.5853122,814.6134132122605
mp-1228747,4.00247125,884.7478588765871
mp-1228751,0.99074985,884.9793880725804
mp-1228767,4.0425014,1181.3820264455383
mp-1228776,14.00000005,490.51381870060595
mp-1228789,0.4421641,539.752955746236
mp-1228841,2.9565714,109.84408076256369
mp-1228893,0.0015675,47.30250551217082
mp-1228913,0.1057741,47.50542466115993
mp-1228915,0.13750735,283.15351176168
mp-1228949,0.1274315,92.49298329164489
mp-1228972,0.3414429,87.77340796267792
mp-1229013,0.6666602,598.8769853310008
mp-1229034,8.9997684,143.64655637386053
mp-1229173,0.5090379,859.1116986767712
mp-1229196,4.99553185,1125.4646348716917
mp-1238930,1.7579155833333333,630.676060978057
mp-1246164,1.56341025,320.6231049978641
mp-1246283,1.00000035,876.246280495741
mp-12464,0.0004093,162.21988292187268
mp-1246564,0.0013345,116.0205281568021
mp-1246571,6.5305959,94.51167131251877
mp-1246731,1.5025177,263.405453785081
mp-1246735,1.0015841,92.3246600266776
mp-1246834,1.025e-06,119.5793136914573
mp-1247151,8.9999998,259.07296922524375
mp-1247158,1.0981596,242.60565550230223
mp-1247504,2.99999955,252.33306581720655
mp-1247530,1.008386,109.24433123576709
mp-1247738,6.00000205,216.96072442461906
mp-1247745,6.0000005,216.54467803172258
mp-1247807,0.0072141,174.8256032451539
mp-1248621,3.0000115125,719.3852512216729
mp-1249267,3.425e-05,557.1228435825873
mp-1250597,0.0002759,474.8701628300853
mp-1251112,2.99987,84.60269949856604
mp-1252502,0.0899062,262.7660593076894
mp-1252778,0.0022197,400.6006403959258
mp-1254937,2.99999985,216.99609109157802
mp-1256217,2.1e-06,313.8658650713628
mp-1264368,2.99999975,969.5686865892837
mp-1267688,6.99999795,427.2652358422929
mp-1272899,8.994725,111.6403046660223
mp-1273164,0.1542293,449.2864777399425
mp-1273731,0.07401295,258.4790523347147
mp-1274024,0.001518375,415.46271078998745
mp-1274281,6.9979818,107.55476408207916
mp-1274542,3.0001636,139.77699294262504
mp-1274545,0.13506565,358.5116645644736
mp-1274885,0.49989225,256.0163518377591
mp-1275616,0.99723605,146.49462557424388
mp-1275766,0.045815375,675.978159428154
mp-1275837,7.0004896,197.52895468047763
mp-1275876,9.9909315,287.0810415392135
mp-1276873,7.0003701,182.04072240978417
mp-1277045,0.0048387,103.06190016310505
mp-1277566,3.0027926,371.97417371689596
mp-1277613,1.00412145,280.6171603587645
mp-1278660,0.5014663,451.0845898704968
mp-1279201,0.00129385,219.3773076535761
mp-1279456,1.00066565,141.17994198279317
mp-1280895,3.001074,235.6920818673142
mp-1282563,6.9947956,158.75240470172392
mp-1282826,3.00224915,217.97261239335654
mp-1282858,9.00215945,313.9982759451432
mp-1283831,1.9644172,496.51614303063025
mp-1283849,0.00043495,119.10031140480669
mp-1285136,5.0265018,138.9062913795591
mp-1285961,0.99793355,209.8199962613901
mp-1287546,5.009159,281.5043920633384
mp-1288147,0.0,269.9954008326571
mp-1288734,2.99999985,225.35994112535496
mp-1290856,0.09221945,311.06415367778243
mp-1290926,10.8763608,408.35435444625557
mp-1291543,0.0005212,254.89669301128808
mp-1291754,6.9995226,288.56241519837033
mp-1292002,1.4e-06,169.8255305057773
mp-1295166,0.9771457,236.92014549681676
mp-1301551,0.029015175,627.2477800668735
mp-1301803,6.00263935,297.67000720139816
mp-1302037,0.0239284,326.27505616113103
mp-1302545,3.58525115,279.4556894214978
mp-1302768,2.43370665,277.1969670897551
mp-1303340,4.00885225,286.5071854701431
mp-1303460,1.15e-06,477.0453558677559
mp-1303525,10.9942629,283.77493886372173
mp-1303588,6.0036647,165.34002325480628
mp-1303642,3.9484881,169.90976245033514
mp-1304294,9.9959701,111.55319362510424
mp-1304693,0.0,145.47727142512267
mp-1305077,4.9945764,173.85445570125285
mp-1305141,4.0011047,264.1455733055618
mp-1305214,0.99099,211.89963057050014
mp-1306042,9.0163171,175.66402180242846
mp-1306460,3.0000924,145.8866012101259
mp-1306729,2.00076375,288.77907783884166
mp-1306790,3.654009,291.71290501776025
mp-1308196,0.000798625,327.5387243480696
mp-1309481,4.9906404,176.7400560646065
mp-1311133,0.7883122,185.94397295161096
mp-1313249,0.001106475,343.8904513462176
mp-13259,0.1123553,362.750844348663
mp-13446,1.0534548000000001,96.77661995544565
mp-13486,0.0973532,383.17582255449156
mp-13504,0.22127455,210.13119357149722
mp-14382,0.0006752125,1127.7056296040703
mp-14794,2.9953675,642.9668949860722
mp-14795,3.00856955,724.6774305227444
mp-15657,0.10693866666666667,116.67104725215015
mp-1567455,7.95e-06,241.1840803411309
mp-1567921,0.0089127,257.26788216321916
mp-1572581,0.004616525,519.6318771244928
mp-15826,0.1375932,288.2527357692586
mp-15842,3.1118435,238.88227101985976
mp-15868,0.1826786,389.05079603201676
mp-15898,0.00740425,294.77023724471724
mp-16093,0.08334125,957.2097697193698
mp-16316,0.02873845,493.80969569288357
mp-1638660,12.9931951,255.55015255775277
mp-1638688,2.0664093,203.5275469511099
mp-1639128,9.86e-05,516.134986771178
mp-1639499,1.0030911,413.3859981974634
mp-1640620,6.00402845,435.731195442541
mp-1642125,0.0007717,625.3373603234974
mp-1642421,12.00000005,446.71314441792055
mp-1643720,2.9707142,423.48893295208006
mp-16451,2.45378645,425.0356494064992
mp-1645230,8.974323,212.6456537507651
mp-1645697,3.0000458,424.47948694205513
mp-1648324,9.73980885,424.19093178597177
mp-16490,0.040763,217.53811835048896
mp-1650881,0.005023675,623.0131012345987
mp-1652764,5.0038238,190.7561367538078
mp-1653728,7.03267225,415.2787155833562
mp-1661403,11.00000015,594.0451558696377
mp-1662153,0.010644175,598.1014728020879
mp-1662637,0.181204425,686.4551103388267
mp-1662777,7.5e-08,696.1610351654109
mp-1662822,7.5875e-05,303.9475549096459
mp-1662988,4.065e-05,342.9925199755303
mp-1663104,0.00225435,352.08152667188693
mp-1666380,4.00022195,269.8600746548577
mp-1666497,0.00089135,629.2213050977489
mp-1667,0.01512,69.67412891010014
mp-16803,2.50234475,509.1185769101896
mp-16868,12.94832695,359.43524222737597
mp-16887,0.999362375,494.86126110785546
mp-16966,2.59797705,746.8938908325158
mp-17107,1.00006435,580.1056233144898
mp-17223,21.0000006,416.084471785714
mp-17289,0.071029225,313.33592203286
mp-17460,0.00208255,720.9910828199013
mp-17478,0.99999985,489.05727689356286
mp-17489,3.0083541,464.1264490956736
mp-17540,3.00000015,475.14047933083197
mp-17703,0.30051065,367.07967175706244
mp-17736,2.999999975,483.2103647317345
mp-17775,0.04186175,519.988922758471
mp-1799,0.0546646,76.18499218930275
mp-18012,21.0012735,486.55911899524205
mp-18085,26.9999995,420.6346872132002
mp-18086,2.9999999,636.166723313304
mp-18096,1.0000914,455.67354172236776
mp-18151,6.00000005,440.73251574789896
mp-18212,2.999984925,638.1628845602082
mp-18381,0.02962575,353.0060842236233
mp-18659,6.0,367.9822143529642
mp-18695,36.4052808,184.3658370404088
mp-18724,3.0039603,94.77822725878326
mp-18729,3.70284035,355.3368177827339
mp-18746,2.9999999,125.3189044839214
mp-18748,1.4e-06,148.19504749097518
mp-18758,5.98506965,146.2883725269712
mp-18762,0.99992055,241.75906681877322
