task_id,total_magnetization,volume
mp-1174051,0.2371845,141.12879684743498
mp-1174053,0.2509478,178.2720261082547
mp-1174054,3.9919598,145.24377460818113
mp-1174071,14.0,144.29731477807437
mp-1174124,10.0000003,139.9312732565288
mp-1174136,1.981443,154.1029929173315
mp-1174143,0.115707,141.2234077019944
mp-1174160,0.755342,140.59526701310276
mp-1174165,0.7276991,151.9443899559418
mp-1174166,1.28e-05,145.74322842716805
mp-1174168,0.0286741,180.26258567509146
mp-1174172,0.1093879,140.86370277491253
mp-1174179,0.99581085,245.73209709028518
mp-1174192,16.0,149.95962174860935
mp-1174266,0.0030626,214.1434217416626
mp-1174331,0.13150985,249.640702644124
mp-1174334,0.88500955,281.4296382486153
mp-1174345,1.8872593,214.39025386567238
mp-1174363,14.0,183.50814112766727
mp-1174375,3.5e-06,139.97914469428872
mp-1174389,1.0221247,248.89525346128266
mp-1174411,0.0277446,142.84295541715747
mp-1174431,0.0723839,209.04216114770293
mp-1174505,0.0629749,214.34669853493216
mp-1174511,6.0043684,215.54218549616667
mp-1174534,0.41549715,252.56356157601599
mp-1174602,11.00000005,251.0729240076285
mp-1174700,0.0015766,214.1995765233911
mp-1174768,0.2939893,178.17614261902222
mp-1174802,10.77288205,250.78095233386261
mp-1174826,0.8747952,178.72453730860474
mp-1174885,1.9983303,218.10294412143676
mp-1174891,2.0023657,214.3892133625285
mp-1174906,0.0457137,212.2514812900042
mp-1175072,0.0054482,215.34420343411642
mp-1175110,1.1442295,215.6092704751662
mp-1175149,14.9593511,435.3729125293762
mp-1175270,0.0200451,217.59214520028272
mp-1175272,18.0,217.9695638943539
mp-1175275,14.0033644,213.9754672684395
mp-1175277,16.0,217.86155692922367
mp-1175284,18.0000001,218.90582245170876
mp-1175381,1.9951318,263.51870194976345
mp-1175390,2.0214789,284.66435128138164
mp-1175403,1.1097774,281.6217875768283
mp-1175529,3.7446928,286.1061836595343
mp-1175562,0.445821,283.20326736767794
mp-1175635,0.0114237,288.9403278473572
mp-1175684,4.1226296,282.9961113552264
mp-1176349,1.9940543,386.8471423538983
mp-1176353,4.00086485,441.1686094432883
mp-1176370,0.0034388,690.9971460309184
mp-1176378,0.4891365,682.1791522948885
mp-1176407,0.11162655,234.19178971169984
mp-1176441,0.25478465,112.58035445841216
mp-1176460,13.540152,446.17922067423314
mp-1176474,0.66460675,863.7071915889512
mp-1176478,1.3068238,432.0547754485274
mp-1176665,5.998483,107.47803238579088
mp-1176681,10.9943098,137.30810874136156
mp-1176782,2.35830855,361.39836002739975
mp-1176785,0.3921688,138.9420756413198
mp-1176787,0.0,299.9391461348733
mp-1176804,0.0,455.7667232960426
mp-1176847,0.1278228,294.890256055326
mp-1176867,1.43847625,690.593532568428
mp-11769,2.9931333,141.69603132584612
mp-11770,2.9563261,156.9743506889993
mp-1177025,14.0000001,458.90133138299865
mp-1177049,13.6835236,453.8847272860193
mp-11771,2.7906225,183.62244350550205
mp-1177107,15.0136355,317.5057173500193
mp-1177182,1.3690837,295.18168926823085
mp-1177251,7.028227,287.3583693803718
mp-1177325,0.1032337,304.00090213117346
mp-1177425,25.0202655,302.45625587370824
mp-1177445,11.0043215,147.32831774916
mp-1177466,8.9276339,323.5280985244499
mp-1177472,0.99958395,241.08109984417905
mp-1177487,25.0399768,820.130047429686
mp-1177516,19.0032939,294.80456799297934
mp-1177597,0.0884604,910.8794940755589
mp-1177705,0.111104475,541.2218401443005
mp-1177711,0.7749362,421.7343898269166
mp-1177732,6.9999999,175.18338320548378
mp-1177755,6.9968772,117.89125421309404
mp-1177761,14.9998942,145.4860892118117
mp-1177804,4.0,221.88969160155168
mp-1177869,4.500000025,594.7785492365822
mp-1177935,8.815127625,582.6335380298798
mp-1177941,0.5901408,74.22364831552824
mp-1177955,6.9945287,71.73061252694525
mp-1178025,0.98207535,297.2808252497708
mp-1178026,9.0025103,156.750326971283
mp-1178027,2.9999994,136.93230960765086
mp-1178049,1.0175e-05,344.4967331937234
mp-1178056,0.501970925,614.1313845196412
mp-1178081,18.0000001,560.6341473608686
mp-1178111,11.0698946,346.8171336102327
mp-1178117,11.0221466,550.2827587180122
mp-1178123,0.1071643,267.6753798887341
mp-1178129,14.3290675,556.3838784728349
mp-1178130,0.322776725,542.2102781017923
mp-1178412,0.79357175,275.8294427269687
mp-1178425,4.2033333333333336e-05,152.83549963631677
mp-1178433,4.9999998,533.4756445270924
mp-1178442,21.072343,519.4060392477513
mp-1178443,0.092692525,579.7570802756806
mp-1178455,7.0002827,348.6222538667971
mp-1178458,8.00000265,845.2558486864541
mp-1178537,0.8078142666666667,499.32711726657385
mp-1178540,3.5163682375,268.9339806513023
mp-1178823,3.0008591,104.53580526534608
mp-1179723,3.0000049,877.2765182502785
mp-1179796,0.17315415,375.2207366063657
mp-1179854,0.0013737,278.64879261366127
mp-1179889,2.9824906,197.77727603431242
mp-11800,0.5652653,113.34249887366829
mp-1180725,3.0000001,119.40413391026678
mp-1181286,6.0,105.46989926354298
mp-1181496,0.7837928,176.1025296143138
mp-1181596,17.0031641,264.06652258569414
mp-1181748,6.017319100000001,487.33800276586004
mp-1181790,3.000000025,449.5013878485277
mp-1181826,2.9703302,124.26804231003976
mp-1181939,4.0000000125,471.0382066426743
mp-1182068,0.02908175,516.9859053144475
mp-1182125,6.4177858,235.2818034305873
mp-1182181,3.000000125,643.5705474008488
mp-1182245,5.2223033,121.82299305498033
mp-1182617,1.0001104166666666,594.1104915115324
mp-1183423,0.0597712,33.173391495851604
mp-1183687,3.04898,57.989722968957544
mp-1183698,0.0565921,45.98125085866043
mp-1183704,0.0585508,53.429195096375445
mp-1183710,0.000852475,43.56372182231207
mp-1183740,0.0943443,47.31604113910424
mp-1183751,3.6384239,43.414421268254316
mp-1183785,3.67621495,87.7726270816546
mp-1183837,5.6021079,86.70097708450744
mp-1183847,0.01218975,116.6752384407624
mp-1183871,0.99983605,347.5922858973305
mp-1183924,2.9993908,299.17407970038096
mp-1184006,0.0007784,44.66659445491001
mp-1184009,0.2609163,92.0720642612273
mp-1184229,0.3165061,53.27101122522264
mp-1184586,1.0149646,67.18536351519653
mp-1185179,12.00098925,453.4024182572669
mp-1185656,0.0072131,572.363082073618
mp-1186227,0.0277836,394.9378728403606
mp-1186251,0.0112241,341.2518799052488
mp-1186939,0.9588258,67.39609581914961
mp-1187422,1.0143796,56.81201220013776
mp-1187432,0.2476759,57.32045856201658
mp-1187951,4.4465221,45.687737793434856
mp-1187978,1.3448084,24.558315813846974
mp-1188065,1.535e-05,79.36861191528905
mp-1188111,7.6541391,210.9166340676377
mp-1188251,7.0254794,188.9522761472848
mp-1188282,0.932785625,148.8131017573643
mp-1188319,2.0277956,147.70861521158284
mp-1188346,7.25e-05,225.4877037010106
mp-1188435,0.02728735,298.33674535778084
mp-1188546,6.7827788,265.09623536707977
mp-1188555,0.00019985,443.73597625071886
mp-1188582,4.2e-05,466.32151239498876
mp-1188690,5.99999905,234.5062069637936
mp-1188792,0.0025036,224.71615925843156
mp-1188794,17.3399784,238.35063141574204
mp-1188881,2.525e-05,295.0929263823901
mp-1188987,0.00105585,242.25861159467152
mp-1189037,0.01205145,306.6023745749631
mp-1189235,0.00641185,277.36605416099195
mp-1189284,7.0000003,207.07367558755905
mp-1189461,0.590606,325.17266513511436
mp-1189563,4.000000325,323.41414342800505
mp-1189611,0.62023785,329.3061397037857
mp-1189724,4.000000225,327.2839073912026
mp-1189894,6.00001325,227.00422617778014
mp-1190002,0.0178315,346.76121325273317
mp-1190062,9.55e-06,292.37390090102184
mp-1190177,3.0010597,296.0487333118801
mp-1190196,2.9999998,291.1032157166133
mp-1190336,3.0008766,293.8856728740139
mp-1190341,3.0007989,313.6967228257239
mp-1190373,2.999415,421.1631337859169
mp-1190385,3.0010575,297.5449872850356
mp-1190438,16.8286433,305.67688663456073
mp-1190439,0.02011075,333.9943447876689
mp-1190452,3.0012112,307.3967723873067
mp-1190470,13.021295,301.89063681645126
mp-1190475,3.0005145,301.76884199217415
mp-1190692,4.4855519,280.89174359910686
mp-1190730,0.02936455,519.5910667007078
mp-1190786,1.01426305,527.1589091062004
mp-1191125,1.0019557,534.7949450804625
mp-1191153,4.9589248,247.73193002322088
mp-1191185,1.0035291,293.0667083111785
mp-1191328,4.8223737,255.9504931890163
mp-1191382,0.896727,306.0059126740361
mp-1191417,1.00000005,556.4503559794819
mp-1191428,5.0398629,245.75837283908217
mp-1191530,1.0468796,476.25892328723796
mp-1191572,1.01178135,535.0101227863397
mp-1191579,2.000001,594.2965628193535
mp-1191588,5.0648691,254.28727593653176
mp-1191595,0.15643985,486.5696720599647
mp-1191639,0.0561431,488.70396528863597
mp-1191660,0.12293115,291.2414172550844
mp-1191681,17.3769692,256.4831792775019
mp-1191739,1.0001056,507.0420869481691
mp-1191767,1.0,578.7984461158651
mp-1191829,0.8608369,238.72715933529233
mp-1191886,1.02387055,506.4365116039497
mp-1192011,3.99408095,284.9079111990537
mp-1192199,0.99629255,487.550678989357
mp-1192256,1.0301771,483.52581772839414
mp-1192284,1.00466215,558.0025672165974
mp-1192335,0.01748025,520.9924210792917
mp-1192337,3.49429995,299.89747692854957
mp-1192423,4.6933001,368.9999280326486
mp-1192636,0.015084125,341.57186637861173
mp-1192708,16.9420149,545.2078004054213
mp-1192877,2.9156758,407.71185252790207
mp-1192892,0.04418815,360.37978654024107
mp-1192894,0.976068725,1363.71828872022
mp-1192939,0.0159025,371.38538018178303
mp-1192970,1.345e-05,658.4134859063851
mp-1192975,2.99999995,327.381172511407
mp-1192991,0.1178041,454.87043458599476
mp-1193188,1.4437657,433.3793294182199
mp-1193242,2.972021775,978.1813402382887
mp-1193305,2.111487625,388.9501634915225
mp-1193450,12.7539411,276.7877457625192
mp-1193464,0.3663404,340.9978059341665
mp-1193515,19.5362688,285.6409033634241
mp-1193590,11.46763385,340.29009420818414
mp-1193683,0.92028605,399.13500507731794
mp-1193789,2.99999955,289.26477021198855
mp-1193835,3.26666745,632.1132638070322
mp-1193900,0.7365738,341.43215626973716
mp-1193905,1.330568,394.25278709210437
mp-1193971,19.2073012,304.93207330103024
mp-1193997,13.0038054,357.38123534850877
mp-1194044,1.829282775,316.31220707007793
mp-1194048,1.00627775,370.0957262613058
mp-1194051,1.582790925,394.85912014794764
mp-1194097,27.7435568,290.99791667348904
mp-1194136,1.3107106,412.337749329333
mp-1194164,21.5534724,295.09832851741186
mp-1194187,18.996029,280.1595209701444
mp-1194281,2.9999942,312.41114005428125
mp-1194289,21.132944,286.353639652546
mp-1194407,25.6851217,292.1508447302998
mp-1194423,2.5449612,436.459818345995
mp-1194524,1.1075e-05,693.9139156844402
mp-1194525,3.008472375,3027.525163632747
mp-1194542,0.5692135,715.182574755072
mp-1194626,0.99334285,1465.9608897040084
mp-1194871,2.99999975,442.7305069291464
mp-1194914,0.9901003,1378.2360074696314
mp-1194927,7.21e-05,420.63336134491806
mp-1194945,0.0963987,1396.163682796339
mp-1194999,6.00629965,417.5428586303667
mp-1195067,1.0100744,749.9625461183932
mp-1195181,0.0062827,1162.0046666373848
mp-1195268,0.996806825,1271.69696248243
mp-1195269,0.1867502875,885.5166153587053
mp-1195412,0.0016371875,883.7623476905085
mp-1195495,2.9999999,1124.4587313133773
mp-1195522,2.9965252,1168.4967642906993
mp-1195596,4.0013881,948.1581785613216
mp-1195662,3.000010025,421.12628179347644
mp-1195702,0.220129625,659.7034404036949
mp-1195792,0.034049025,435.3165542256414
mp-1195823,1.099354625,422.7148959725968
mp-1195899,0.000160975,1512.8330457776897
mp-1195995,3.000007975,1268.1964506001552
mp-1196018,1.2819577,655.2485465623442
mp-1196066,2.9999999833333333,805.301246640704
mp-1196372,0.99871045,693.4552564469031
mp-1196471,4.98281625,650.4397714457768
mp-1196553,0.12075285,2006.3256389419678
mp-1196595,1.133483125,723.1980266000594
mp-1196625,3.00000015,736.5423736887561
mp-1196626,2.99790025,526.4579725798997
mp-1196673,3.00000085,733.1698857404084
mp-1196775,0.996555725,845.1746082624198
mp-1196872,1.9735751,907.0118263017546
mp-1196894,0.027170075,440.4520900216385
mp-1196904,1.10552745,430.6488694284525
mp-1197208,20.99999995,993.5387009288503
mp-1197356,6.923689075,727.8769618073602
mp-1197411,3.0425899,405.09602828419486
mp-1197566,2.999999675,948.5990012973687
mp-1197872,0.7193220666666668,467.3831034080513
mp-1197918,21.00356315,1306.9736420662196
mp-1198158,0.99811005,733.4012844254946
mp-1198238,0.008817750000000001,678.5508468970072
mp-1198499,1.003652275,1873.9599139674337
mp-1198615,0.7591039999999999,667.4068243991912
mp-1198847,2.99264155,928.4414815699864
mp-1198849,0.8166661,1020.7410754021859
mp-1198906,9.0291657,2104.7642147287
mp-1198962,0.99927625,594.0758851660933
mp-1199038,0.05346805,437.1219311043596
mp-1199096,3.031140625,946.3371599701892
mp-1199306,0.8442464,1744.9834326122664
mp-1199330,2.36060165,1147.313232912119
mp-1199400,2.9999962,556.7284230262699
mp-1199429,3.00000205,2862.1726194548537
mp-1199458,6.000109833333333,2578.0452270257833
mp-1199544,0.00069165,739.2102028941669
mp-1199692,0.0009665,431.0320929271349
mp-1199860,1.84858365,464.38264761166266
mp-1199897,3.0000001,423.53424014753386
mp-1199973,11.99935035,817.8963107170396
mp-1200029,9.0000003,760.4868443673262
mp-1200073,0.011074100000000002,459.04049995497473
mp-1200174,3.8231311,927.9823434759521
mp-1200248,0.022867125,443.73704235957734
mp-1200479,13.00079185,713.5240642127553
mp-1200950,1.4652187,666.6266521564804
mp-1201187,5.99999925,397.90314345918847
mp-1201243,1.3685941,660.038586461236
mp-1201307,2.4085462,1138.172234752862
mp-1201579,7.305503075,497.30336038842813
mp-1201626,0.0028677,429.61160553301437
mp-1201705,0.0016424666666666667,679.119783479642
mp-1201746,2.999999825,1119.209974309368
mp-1201753,3.0000025,1192.0999197700382
mp-1201859,2.40216,1139.0646301237464
mp-1202112,0.6930486,981.4641204105083
mp-1202160,0.937952575,487.7332040869731
mp-1202244,19.8009571,983.9711373879074
mp-1202295,2.99999995,394.935626967511
mp-1202342,1.60224858,1045.6225840141165
mp-1202361,8.9999224,924.0931547975671
mp-1202701,8.9913885,308.0976684595547
mp-1202876,6.000000025,379.8172511346418
mp-1202935,2.999999875,1046.227441469766
mp-1202958,2.0002891,448.9409773468795
mp-1202982,21.0263231,676.9594238346557
mp-1203002,1.3067322,721.0140356781513
mp-1203045,27.00000005,1331.8027635441722
mp-1203077,3.06556745,705.9890271053098
mp-1203216,1.00004355,620.3667728470151
mp-1203275,0.9909571,421.7125085409688
mp-1203303,0.0,991.4505400786445
mp-1203320,2.99979195,2086.9444984532684
mp-1203339,0.0124935,907.7024023446721
mp-1203415,7.00000005,576.5332191868251
mp-1203442,1.00359995,619.889918546818
mp-1203473,1.00223815,788.6448026311078
mp-1203513,2.29651965,1119.612458193011
mp-1203643,6.0000001,677.5627023747481
mp-1203651,7.4382665,475.75572212293275
mp-1203765,0.03356895,1154.7405450473661
mp-1203869,8.002373675,863.6498154568882
mp-1204177,12.9998737,1480.1064382940733
mp-1204228,0.0593954125,802.2969181460547
mp-1204386,3.0043628666666664,547.5137466349054
mp-1204541,2.999999875,1026.557927404641
mp-1204582,2.9999996,477.51193629979025
mp-1204587,9.000000025,1010.313025065779
mp-1204593,4.00002155,1047.4086247827208
mp-1204772,6.00000002,680.141354224305
mp-1204801,3.0000009,507.4119597639898
mp-1205054,4.00000025,617.5420134571985
mp-1205642,0.01063345,189.78137794581463
mp-1205726,0.0666982,230.24257463043958
