cif_id,chgnet_total_magmom_muB,chgnet_site_magmoms_muB
mp-1295166,14.528701961040497,"[0.0034844577312469482, 0.005974441766738892, 0.004896879196166992, 0.004608213901519775, 4.1680908203125, 4.104842662811279, 2.1466522216796875, 2.4853017330169678, 0.14483928680419922, 0.12295609712600708, 0.14039412140846252, 0.09992101788520813, 0.1431390643119812, 0.12286755442619324, 0.14880767464637756, 0.12529799342155457, 0.1650017499923706, 0.11921247839927673, 0.14752346277236938, 0.1248900294303894]"
mp-2217239,4.865468919277191,"[0.0034328699111938477, 1.0010353326797485, 0.9691317081451416, 2.784055709838867, 0.027943894267082214, 0.003083333373069763, 0.009653791785240173, 0.029826536774635315, 0.024347379803657532, 0.012958362698554993]"
mp-2226859,11.490384846925735,"[0.006829291582107544, 3.245781898498535, 3.2458560466766357, 3.857239246368408, 0.6372681260108948, 0.09527045488357544, 0.07752785086631775, 0.0740349143743515, 0.0740368664264679, 0.03894491493701935, 0.03894369304180145, 0.05334557592868805, 0.04530596733093262]"
mp-763359,6.261323615908623,"[0.0015861839056015015, 2.3560681343078613, 2.8554434776306152, 0.6682193875312805, 0.07334691286087036, 0.07937228679656982, 0.048672378063201904, 0.05157086253166199, 0.03662717342376709, 0.090416818857193]"
mp-763575,6.0012223944067955,"[0.0008994340896606445, 0.004004180431365967, 0.003419548273086548, 0.0009915828704833984, 0.00801783800125122, 0.008243322372436523, 0.0008833706378936768, 0.003143101930618286, 0.002912551164627075, 0.0017393231391906738, 0.0016491711139678955, 0.002707183361053467, 0.0028416216373443604, 0.0010287165641784668, 0.008125096559524536, 0.007735490798950195, 0.0011899769306182861, 0.003752768039703369, 0.003271937370300293, 0.0008190572261810303, 2.7046477794647217, 2.6413893699645996, 0.0017188265919685364, 0.007776007056236267, 0.007739990949630737, 0.001699209213256836, 0.01020851731300354, 0.1288878619670868, 0.0020283758640289307, 0.002899169921875, 0.003250598907470703, 0.003760308027267456, 0.003579050302505493, 0.0033742785453796387, 0.002595752477645874, 0.0007949173450469971, 0.0027258992195129395, 0.0030177533626556396, 0.003147125244140625, 0.0030462145805358887, 0.0032907724380493164, 0.0019700229167938232, 0.10665914416313171, 0.009737342596054077, 0.13726717233657837, 0.1366356611251831]"
mp-1226100,1.5196641236543655,"[1.4995869398117065, 0.0036804676055908203, 0.0033466219902038574, 0.011851727962493896, 0.00029949843883514404, 0.0002996176481246948, 0.0002996176481246948, 0.00029963254928588867]"
mp-1226052,1.4213763177394867,"[1.3869320154190063, 0.0017029047012329102, 0.001627206802368164, 0.020924270153045654, 0.0025475621223449707, 0.002547353506088257, 0.002547621726989746, 0.0025473833084106445]"
mp-1079403,3.978748455643654,"[0.002091243863105774, 0.002091318368911743, 2.6734719276428223, 1.0565857887268066, 0.03840091824531555, 0.03840097784996033, 0.041926562786102295, 0.04192662239074707, 0.041926443576812744, 0.04192665219306946]"
mp-18805,2.8342769145965576,"[0.013390392065048218, 0.013390213251113892, 2.283842086791992, 0.34417852759361267, 0.025659888982772827, 0.03203892707824707, 0.03203876316547394, 0.03203922510147095, 0.02565993368625641, 0.03203895688056946]"
mp-561911,5.833282440900803,"[0.006688952445983887, 0.0022919178009033203, 0.0066887736320495605, 0.006688937544822693, 0.0066890716552734375, 0.0022918283939361572, 2.6772992610931396, 2.677298069000244, 0.007795482873916626, 0.007795363664627075, 0.007795125246047974, 0.007795840501785278, 0.00779569149017334, 0.007795572280883789, 0.007795751094818115, 0.007795423269271851, 0.0033440887928009033, 0.041400715708732605, 0.003343254327774048, 0.003380119800567627, 0.04140046238899231, 0.003344237804412842, 0.0033764243125915527, 0.04140126705169678, 0.0033435821533203125, 0.0033791065216064453, 0.0033782124519348145, 0.0033439993858337402, 0.003378570079803467, 0.0033427774906158447, 0.041400641202926636, 0.04140004515647888, 0.003379255533218384, 0.0033798515796661377, 0.041400521993637085, 0.04140055179595947, 0.0033439993858337402, 0.041400521993637085, 0.003376781940460205, 0.0033423900604248047]"
mp-771900,22.428432047367096,"[0.005183875560760498, 0.00518384575843811, 0.005183875560760498, 0.005183875560760498, 0.006726771593093872, 0.005761325359344482, 0.0051836371421813965, 0.005184084177017212, 0.006726861000061035, 0.005761265754699707, 0.005183994770050049, 0.005183905363082886, 0.005761593580245972, 0.005761206150054932, 0.006726771593093872, 0.006726652383804321, 0.00576174259185791, 0.005761623382568359, 0.0067269206047058105, 0.006726741790771484, 0.0067269206047058105, 0.005761593580245972, 0.006726592779159546, 0.00576174259185791, 0.003031611442565918, 0.0030317306518554688, 0.0030318498611450195, 0.0030316710472106934, 0.0030318498611450195, 0.003032088279724121, 0.003032207489013672, 0.003031611442565918, 2.6043221950531006, 2.6043224334716797, 2.604323387145996, 2.6043221950531006, 2.604321002960205, 2.6043219566345215, 2.6043202877044678, 2.604321002960205, 0.04155188798904419, 0.0415518581867218, 0.04511755704879761, 0.04405772686004639, 0.04405882954597473, 0.047801703214645386, 0.041551947593688965, 0.044057831168174744, 0.044058918952941895, 0.041551634669303894, 0.04780200123786926, 0.047800689935684204, 0.04511624574661255, 0.045116126537323, 0.04511807858943939, 0.04780218005180359, 0.04155150055885315, 0.044058993458747864, 0.04405751824378967, 0.04155026376247406, 0.04511807858943939, 0.04780125617980957, 0.047800421714782715, 0.04405765235424042, 0.04405811429023743, 0.04780006408691406, 0.04511772096157074, 0.04511691629886627, 0.041550830006599426, 0.04155170917510986, 0.04511821269989014, 0.047801077365875244]"
mp-1176787,5.429177574813366,"[0.008124157786369324, 0.008124403655529022, 2.5267868041992188, 2.5267887115478516, 0.002536773681640625, 0.002536788582801819, 0.0018889009952545166, 0.0018888413906097412, 0.03938394784927368, 0.053628355264663696, 0.005371958017349243, 0.005369842052459717, 0.03595098853111267, 0.03186589479446411, 0.05362820625305176, 0.03938362002372742, 0.0063544511795043945, 0.002695798873901367, 0.0026957690715789795, 0.006356030702590942, 0.03186607360839844, 0.03595125675201416]"
mp-1567455,5.510299623012543,"[0.004033789038658142, 0.0058975666761398315, 0.004088461399078369, 0.006008446216583252, 2.6255946159362793, 2.6257123947143555, 0.0066585540771484375, 0.007002890110015869, 0.006703794002532959, 0.007028400897979736, 0.020260483026504517, 0.01721814274787903, 0.019663095474243164, 0.017204195261001587, 0.01675194501876831, 0.018250077962875366, 0.01662898063659668, 0.01816299557685852, 0.017566949129104614, 0.01583799719810486, 0.01793837547302246, 0.016087472438812256]"
mp-540548,5.867620125412941,"[0.008894994854927063, 0.008894965052604675, 0.008294835686683655, 0.00829489529132843, 2.7685232162475586, 2.7685225009918213, 0.0008977800607681274, 0.0008979290723800659, 0.0006953030824661255, 0.0006951615214347839, 0.001207306981086731, 0.001207202672958374, 0.001396380364894867, 0.0013962984085083008, 0.009135574102401733, 0.009135186672210693, 0.012474775314331055, 0.012474536895751953, 0.010639190673828125, 0.010639101266860962, 0.00896117091178894, 0.008961230516433716, 0.02037721872329712, 0.02037709951400757, 0.009705156087875366, 0.009705305099487305, 0.008952498435974121, 0.0089530348777771, 0.004343807697296143, 0.004343599081039429, 0.01830136775970459, 0.01830148696899414, 0.01050981879234314, 0.01050993800163269, 0.008545637130737305, 0.008546024560928345, 0.02195429801940918, 0.02195429801940918]"
mp-753284,10.57860504090786,"[0.010890454053878784, 0.010792016983032227, 0.010710448026657104, 0.010888829827308655, 2.371116876602173, 2.370354652404785, 2.3695125579833984, 2.3664517402648926, 0.004228174686431885, 0.004178881645202637, 0.0042198896408081055, 0.004285871982574463, 0.0034236907958984375, 0.0034409165382385254, 0.003402888774871826, 0.0034314990043640137, 0.05241185426712036, 0.05251997709274292, 0.05227455496788025, 0.052602171897888184, 0.03458845615386963, 0.034175217151641846, 0.03484073281288147, 0.03409889340400696, 0.0468098521232605, 0.046990394592285156, 0.04650568962097168, 0.047150611877441406, 0.04138079285621643, 0.04153740406036377, 0.04204884171485901, 0.041979968547821045, 0.05054521560668945, 0.05102050304412842, 0.05163806676864624, 0.05157342553138733, 0.029944270849227905, 0.030033349990844727, 0.03057563304901123, 0.030029773712158203]"
mp-755994,7.6422684490680695,"[7.11977481842041e-05, 7.128715515136719e-05, 3.101243495941162, 3.1012439727783203, 0.00998888909816742, 0.008136972784996033, 0.008136779069900513, 0.00998881459236145, 0.16228780150413513, 0.15347719192504883, 0.14819005131721497, 0.23127102851867676, 0.002776503562927246, 0.15347793698310852, 0.003690361976623535, 0.003690481185913086, 0.23127135634422302, 0.16228729486465454, 0.14819037914276123, 0.0027766525745391846]"
mp-757050,22.964179188013077,"[0.004153728485107422, 0.0041539669036865234, 0.004154026508331299, 0.0041536688804626465, 4.258531093597412, 4.25853157043457, 4.2585320472717285, 4.258531093597412, 1.0294445753097534, 1.029443383216858, 1.0294437408447266, 1.0294427871704102, 0.12861371040344238, 0.12861472368240356, 0.1286136507987976, 0.12861478328704834, 0.09584400057792664, 0.09584397077560425, 0.09584397077560425, 0.09584391117095947, 0.09584397077560425, 0.09584379196166992, 0.0958440899848938, 0.09584382176399231, 0.12861371040344238, 0.12861374020576477, 0.12861382961273193, 0.12861382961273193]"
mp-771821,11.074382036924362,"[0.0012902915477752686, 0.0012900829315185547, 0.0012903213500976562, 0.0012901127338409424, 0.04355126619338989, 0.04355138540267944, 0.04355114698410034, 0.04355120658874512, 2.6821813583374023, 2.6821813583374023, 2.6821820735931396, 2.6821813583374023, 0.0042007118463516235, 0.004200607538223267, 0.004200577735900879, 0.0042006224393844604, 0.016585811972618103, 0.016585826873779297, 0.016585737466812134, 0.016585707664489746, 0.016585320234298706, 0.01658567786216736, 0.016585499048233032, 0.016585424542427063, 0.004200637340545654, 0.004200592637062073, 0.0042006224393844604, 0.00420069694519043]"
mp-762142,57.4333074092865,"[0.013872385025024414, 0.013604879379272461, 0.01359868049621582, 0.0138627290725708, 0.013957887887954712, 0.013729512691497803, 0.013726204633712769, 0.013922810554504395, 4.28250789642334, 4.3229522705078125, 4.3366241455078125, 4.336923599243164, 4.32296085357666, 4.284606456756592, 4.305176734924316, 4.332724094390869, 4.334981918334961, 4.334198474884033, 4.331482410430908, 4.303076267242432, 0.6521650552749634, 0.6555999517440796, 0.6485385298728943, 0.6464510560035706, 0.07847338914871216, 0.076202392578125, 0.1170826256275177, 0.07499369978904724, 0.08878424763679504, 0.11041015386581421, 0.08521056175231934, 0.07911789417266846, 0.07865297794342041, 0.08516687154769897, 0.1107231080532074, 0.08906364440917969, 0.07537621259689331, 0.1177433431148529, 0.0771404504776001, 0.07921028137207031, 0.0821501612663269, 0.07795149087905884, 0.11577188968658447, 0.08181118965148926, 0.0904281735420227, 0.11885106563568115, 0.08742064237594604, 0.08205470442771912, 0.08246797323226929, 0.08736729621887207, 0.11819738149642944, 0.08943891525268555, 0.08130308985710144, 0.11428296566009521, 0.07763493061065674, 0.08157888054847717]"
mp-1225028,8.179466098546982,"[4.3239827156066895, 3.050757884979248, 0.005683481693267822, 0.006911963224411011, 0.18050211668014526, 0.14714255928993225, 0.09878729283809662, 0.1334553360939026, 0.0987875759601593, 0.13345517218112946]"
mp-1228387,1.0385408848524094,"[0.012002848088741302, 0.011548154056072235, 0.9662045240402222, 0.0113755464553833, 0.007582157850265503, 0.009276658296585083, 0.010275453329086304, 0.010275542736053467]"
mp-1076147,137.55479519069195,"[0.005792856216430664, 0.007684230804443359, 0.005632996559143066, 0.007099553942680359, 0.006890594959259033, 0.007038399577140808, 0.007214397192001343, 0.007439106702804565, 0.006309479475021362, 0.007472231984138489, 0.007672756910324097, 0.007317855954170227, 0.0076169222593307495, 0.006257176399230957, 0.0071791112422943115, 0.006146728992462158, 0.007101893424987793, 0.007994800806045532, 0.008917391300201416, 0.007866993546485901, 0.008235827088356018, 0.008345738053321838, 0.009350121021270752, 0.009036153554916382, 0.00801558792591095, 0.006999149918556213, 0.007100343704223633, 0.006799951195716858, 0.008631378412246704, 0.009617343544960022, 0.00888901948928833, 0.008777186274528503, 4.342066764831543, 4.305931568145752, 4.316512107849121, 4.3133649826049805, 4.317711353302002, 4.339160919189453, 4.300578594207764, 4.326797008514404, 4.250854969024658, 4.247504711151123, 4.248999118804932, 4.235040187835693, 4.247828006744385, 4.224642753601074, 4.249698162078857, 4.236461162567139, 4.268692970275879, 4.23305606842041, 4.237398147583008, 4.236059665679932, 4.259183406829834, 4.235540866851807, 4.244567394256592, 4.235541820526123, 2.6457719802856445, 2.666386127471924, 2.696316719055176, 2.594616413116455, 2.651517868041992, 2.7396528720855713, 2.709397792816162, 2.749361515045166, 0.15887421369552612, 0.12629511952400208, 0.1571311056613922, 0.10831707715988159, 0.10743975639343262, 0.09853178262710571, 0.1586221158504486, 0.11379635334014893, 0.13121557235717773, 0.15176185965538025, 0.12383228540420532, 0.15917569398880005, 0.10768884420394897, 0.1571938693523407, 0.13113826513290405, 0.10474631190299988, 0.11299660801887512, 0.12438678741455078, 0.15850263833999634, 0.11251842975616455, 0.15212970972061157, 0.0920199453830719, 0.15131449699401855, 0.12214481830596924, 0.13066428899765015, 0.1567375361919403, 0.1258840560913086, 0.10732167959213257, 0.11831492185592651, 0.1518230140209198, 0.11464175581932068, 0.1491709053516388, 0.17256158590316772, 0.1800585389137268, 0.1750018298625946, 0.17522430419921875, 0.17522448301315308, 0.16088446974754333, 0.17430078983306885, 0.174176424741745, 0.20043721795082092, 0.1603843867778778, 0.1556187868118286, 0.1537502408027649, 0.20357409119606018, 0.16045716404914856, 0.20077064633369446, 0.15152636170387268, 0.22114956378936768, 0.18854567408561707, 0.19592207670211792, 0.1900067925453186, 0.17970618605613708, 0.1917237937450409, 0.18768036365509033, 0.18795236945152283, 0.20617994666099548, 0.19414746761322021, 0.2105913758277893, 0.17208653688430786, 0.19961071014404297, 0.15450963377952576, 0.2129175364971161, 0.17881488800048828, 0.20976734161376953, 0.20913085341453552, 0.2147361934185028, 0.21296235918998718, 0.21111086010932922, 0.21244695782661438, 0.21427464485168457, 0.2122730016708374, 0.21456289291381836, 0.2081640660762787, 0.2124325931072235, 0.21248537302017212, 0.21227353811264038, 0.21312770247459412, 0.2142685353755951, 0.2002929449081421]"
mp-1076516,144.28735135495663,"[0.006399333477020264, 0.005112305283546448, 0.00391995906829834, 0.00424271821975708, 0.004148408770561218, 0.007137924432754517, 0.004290074110031128, 0.005097866058349609, 0.007249906659126282, 0.0026138722896575928, 0.0043784379959106445, 0.00358426570892334, 0.0037121176719665527, 0.004805415868759155, 0.005520924925804138, 0.003926098346710205, 0.00651685893535614, 0.0046342164278030396, 0.008117422461509705, 0.004339501261711121, 0.0055788010358810425, 0.006961256265640259, 0.006295233964920044, 0.005781218409538269, 0.011040538549423218, 0.008993133902549744, 0.009136945009231567, 0.006376892328262329, 0.006453469395637512, 0.007550552487373352, 0.008095696568489075, 0.008059784770011902, 4.324443817138672, 4.306950092315674, 4.3232102394104, 4.346465110778809, 4.310086727142334, 4.3040947914123535, 4.312560081481934, 4.322478771209717, 4.318435192108154, 4.310862064361572, 4.306085586547852, 4.306248188018799, 4.246983051300049, 4.253239154815674, 4.2438788414001465, 4.245360851287842, 4.24503755569458, 4.251358509063721, 4.25836706161499, 4.2437262535095215, 4.265820026397705, 4.238473892211914, 4.26295804977417, 4.223170757293701, 4.27036190032959, 4.232855319976807, 4.255443572998047, 4.226863384246826, 2.5168862342834473, 2.450524091720581, 2.6286368370056152, 2.7020623683929443, 0.15622904896736145, 0.12387692928314209, 0.15629291534423828, 0.13005676865577698, 0.155684232711792, 0.1308441460132599, 0.15687081217765808, 0.1350545883178711, 0.1300918459892273, 0.15311115980148315, 0.1357804834842682, 0.15345442295074463, 0.17467376589775085, 0.1584729552268982, 0.09831717610359192, 0.15228241682052612, 0.1593051552772522, 0.12291917204856873, 0.1560605764389038, 0.16390982270240784, 0.15501484274864197, 0.11731511354446411, 0.1564786732196808, 0.09149330854415894, 0.16025027632713318, 0.1544947326183319, 0.13072150945663452, 0.15528997778892517, 0.12887853384017944, 0.15636417269706726, 0.08969166874885559, 0.15213987231254578, 0.19463014602661133, 0.16868668794631958, 0.18729239702224731, 0.18086940050125122, 0.17408707737922668, 0.18061864376068115, 0.22168132662773132, 0.2011149823665619, 0.1877087950706482, 0.18882566690444946, 0.20961520075798035, 0.15480634570121765, 0.20197570323944092, 0.17991569638252258, 0.2210158407688141, 0.17828777432441711, 0.221112459897995, 0.1780683398246765, 0.2258281111717224, 0.20981454849243164, 0.2294105589389801, 0.15644031763076782, 0.16472047567367554, 0.17781206965446472, 0.19681277871131897, 0.19269207119941711, 0.16803646087646484, 0.19412845373153687, 0.2246934473514557, 0.1762171983718872, 0.19599977135658264, 0.15873831510543823, 0.21120765805244446, 0.20283594727516174, 0.21347129344940186, 0.20864278078079224, 0.21290156245231628, 0.21115583181381226, 0.21633374691009521, 0.21766701340675354, 0.21573343873023987, 0.20830363035202026, 0.21596822142601013, 0.2084820568561554, 0.21418505907058716, 0.2128421664237976, 0.2085913121700287, 0.21195197105407715]"
mp-1177025,14.183584958314896,"[1.3530254364013672e-05, 0.002476632595062256, 0.0018822699785232544, 0.0015193521976470947, 0.0006916075944900513, 0.0009105652570724487, 3.789781332015991, 3.294416904449463, 3.8744287490844727, 2.820103645324707, 0.0023303627967834473, 0.002708926796913147, 0.001138448715209961, 0.0029913783073425293, 0.004490107297897339, 0.0045736730098724365, 0.006084352731704712, 0.0062667131423950195, 0.011907249689102173, 0.008400559425354004, 0.016162067651748657, 0.044355541467666626, 0.007433146238327026, 0.01534375548362732, 0.010597944259643555, 0.010756343603134155, 0.0229015052318573, 0.014479219913482666, 0.03954362869262695, 0.00981992483139038, 0.044948041439056396, 0.010871082544326782, 0.004870086908340454, 0.021593987941741943, 0.005242794752120972, 0.010006129741668701, 0.017858922481536865, 0.021275192499160767, 0.004260718822479248, 0.014148563146591187]"
mp-1177705,11.385867729783058,"[0.002328336238861084, 0.003947734832763672, 0.0034607648849487305, 0.002071291208267212, 0.003341004252433777, 0.00473332405090332, 0.0018021762371063232, 0.002230405807495117, 0.001962423324584961, 0.0012764930725097656, 0.0046684592962265015, 0.004673629999160767, 2.668884754180908, 2.7098097801208496, 2.6957175731658936, 2.7039108276367188, 0.004451237618923187, 0.004519857466220856, 0.0052096545696258545, 0.003723934292793274, 0.008538246154785156, 0.00987786054611206, 0.009219944477081299, 0.010868370532989502, 0.01069071888923645, 0.025380194187164307, 0.011066138744354248, 0.027497202157974243, 0.004579097032546997, 0.025155633687973022, 0.026620417833328247, 0.025901347398757935, 0.039032816886901855, 0.02673843502998352, 0.03297361731529236, 0.016179561614990234, 0.020169764757156372, 0.01270681619644165, 0.02772623300552368, 0.014158308506011963, 0.02729696035385132, 0.013662487268447876, 0.0070171058177948, 0.007401078939437866, 0.025422513484954834, 0.025743752717971802, 0.009950041770935059, 0.0034869015216827393, 0.026072561740875244, 0.006744682788848877, 0.0008330047130584717, 0.014432251453399658]"
mp-1218109,6.491299539804459,"[0.013385295867919922, 0.0014020204544067383, 4.217146396636963, 1.930180549621582, 0.05846744775772095, 0.05815857648849487, 0.05671471357345581, 0.05686715245246887, 0.04952108860015869, 0.04945629835128784]"
mp-1222667,12.429166868329048,"[0.0025307685136795044, 0.001669570803642273, 0.0012365281581878662, 0.000812038779258728, 0.0019648075103759766, 3.167250633239746, 3.1440930366516113, 1.9574737548828125, 1.7542445659637451, 1.7605574131011963, 0.058064043521881104, 0.08113351464271545, 0.04240453243255615, 0.07286727428436279, 0.06432506442070007, 0.058606743812561035, 0.07837849855422974, 0.042903393507003784, 0.07321086525917053, 0.06543982028961182]"
mp-1228112,3.2760079354047775,"[0.0059012770652771, 0.020558297634124756, 2.7257180213928223, 0.3214688301086426, 0.037655144929885864, 0.03512798249721527, 0.0333525687456131, 0.03140333294868469, 0.0340835303068161, 0.0307389497756958]"
mp-1649964,11.107741571962833,"[0.010323300957679749, 0.010099604725837708, 0.010150328278541565, 0.010281980037689209, 0.007481470704078674, 0.007573738694190979, 0.007513687014579773, 0.00729764997959137, 0.0072148144245147705, 0.007826879620552063, 0.0072822123765945435, 0.007576361298561096, 2.6419155597686768, 2.63089656829834, 2.6251461505889893, 2.6330108642578125, 0.004449538886547089, 0.004563644528388977, 0.004538252949714661, 0.004445925354957581, 0.008879601955413818, 0.009039193391799927, 0.008902907371520996, 0.008959472179412842, 0.0036240220069885254, 0.003468066453933716, 0.0033345818519592285, 0.004159718751907349, 0.01460874080657959, 0.014631778001785278, 0.014655888080596924, 0.014716684818267822, 0.013756543397903442, 0.01388406753540039, 0.01370963454246521, 0.013517677783966064, 0.02268815040588379, 0.02164381742477417, 0.02168869972229004, 0.023497283458709717, 0.019711077213287354, 0.02174997329711914, 0.021004915237426758, 0.020150095224380493, 0.011330187320709229, 0.014170795679092407, 0.01746046543121338, 0.018743842840194702, 0.014958679676055908, 0.014322817325592041, 0.016696572303771973, 0.014487087726593018]"
mp-1667345,11.381795853376389,"[0.0045318081974983215, 0.004448048770427704, 0.004273578524589539, 0.004298612475395203, 0.0016870945692062378, 0.0016037225723266602, 0.001579776406288147, 0.001668676733970642, 0.0014839768409729004, 0.0015953034162521362, 0.001531153917312622, 0.0015496611595153809, 2.7053608894348145, 2.715785503387451, 2.7035841941833496, 2.718938112258911, 0.003150627017021179, 0.0027429163455963135, 0.003089621663093567, 0.003588929772377014, 0.014735221862792969, 0.014845669269561768, 0.01490628719329834, 0.014835715293884277, 0.0001882314682006836, 0.00017470121383666992, 0.001977771520614624, 0.0007512867450714111, 0.014577478170394897, 0.014377593994140625, 0.016884922981262207, 0.016627758741378784, 0.011665493249893188, 0.011499911546707153, 0.008409887552261353, 0.00912487506866455, 0.025280505418777466, 0.024212360382080078, 0.018783122301101685, 0.02382872998714447, 0.014347344636917114, 0.014527708292007446, 0.015178725123405457, 0.014638915657997131, 0.019464731216430664, 0.02110844850540161, 0.021586820483207703, 0.02448590099811554, 0.025338858366012573, 0.020482197403907776, 0.024963930249214172, 0.02149254083633423]"
mp-19187,2.956767648458481,"[0.0003600567579269409, 0.002007201313972473, 0.013348102569580078, 2.7335286140441895, 0.0022561177611351013, 0.0038110166788101196, 0.004411086440086365, 0.0004376545548439026, 0.00947389006614685, 0.013617396354675293, 0.028627842664718628, 0.008381515741348267, 0.025083869695663452, 0.0038433969020843506, 0.01125219464302063, 0.0058172643184661865, 0.01156499981880188, 0.004939734935760498, 0.012730896472930908, 0.02801215648651123, 0.02575644850730896, 0.007506191730499268]"
mp-1662637,11.224317461252213,"[0.005302309989929199, 0.005385458469390869, 0.006458699703216553, 0.00607609748840332, 0.0018971413373947144, 0.002125680446624756, 0.002902001142501831, 0.002908557653427124, 2.7011146545410156, 2.7001190185546875, 2.7010908126831055, 2.6978816986083984, 0.008583486080169678, 0.008159905672073364, 0.008326917886734009, 0.009135842323303223, 0.005766026675701141, 0.005720816552639008, 0.0057089924812316895, 0.006161458790302277, 0.0036144256591796875, 0.0036432668566703796, 0.0035087615251541138, 0.0036300569772720337, 0.019976764917373657, 0.01930221915245056, 0.0196627676486969, 0.01952269673347473, 0.012079030275344849, 0.012947037816047668, 0.012071698904037476, 0.010999336838722229, 0.011699795722961426, 0.011200383305549622, 0.011559933423995972, 0.010742142796516418, 0.012911587953567505, 0.012807130813598633, 0.01268070936203003, 0.01392635703086853, 0.005826324224472046, 0.00462496280670166, 0.007297977805137634, 0.00905008614063263, 0.008514881134033203, 0.008819341659545898, 0.00434306263923645, 0.006155475974082947, 0.006105437874794006, 0.0055395811796188354, 0.004680633544921875, 0.005313575267791748, 0.0036269426345825195, 0.004900932312011719, 0.004318758845329285, 0.005887806415557861]"
mp-532715,23.958352528512478,"[0.0011153370141983032, 0.0003833398222923279, 0.008824929594993591, 0.009938068687915802, 2.8759241104125977e-06, 0.009975127875804901, 0.00782705843448639, 0.009669691324234009, 0.008691065013408661, 0.010777518153190613, 0.0003229379653930664, 0.008742012083530426, 0.011057674884796143, 0.009239591658115387, 2.9308414459228516, 3.011411428451538, 3.015537738800049, 3.0252115726470947, 2.9356305599212646, 2.9904239177703857, 2.750955581665039, 2.756704568862915, 0.009849682450294495, 0.010724328458309174, 0.00812220573425293, 0.010667867958545685, 0.011647157371044159, 0.009452775120735168, 0.012206017971038818, 0.00883413851261139, 0.01059134304523468, 0.012257114052772522, 0.012162014842033386, 0.0117330402135849, 0.0006905794143676758, 0.0006398558616638184, 0.0037659406661987305, 0.0009602904319763184, 0.002602487802505493, 0.0032052993774414062, 0.009730130434036255, 0.005180686712265015, 0.028883695602416992, 0.0004590749740600586, 0.005112558603286743, 0.000925898551940918, 0.0008678734302520752, 0.0007833540439605713, 0.0003746449947357178, 0.00933787226676941, 0.00108414888381958, 0.0017277300357818604, 0.007386952638626099, 0.013169854879379272, 0.00010669231414794922, 0.005141407251358032, 0.0004983842372894287, 0.0037108957767486572, 0.007990360260009766, 0.0013873875141143799, 0.0007710456848144531, 0.028645694255828857, 0.005011767148971558, 0.0002117156982421875, 0.02762162685394287, 0.0007979273796081543, 0.004748642444610596, 0.0051975250244140625, 0.03020268678665161, 0.023929297924041748, 0.0024156272411346436, 0.010549366474151611, 0.005846291780471802, 0.001112520694732666, 0.005672961473464966, 0.0051021575927734375, 0.006409823894500732, 0.02768528461456299, 0.0016410350799560547, 0.005885481834411621, 0.00021189451217651367, 0.0014263689517974854]"
mp-694992,1.9059982746839523,"[1.5298134088516235, 0.004441395401954651, 0.004346400499343872, 0.008148610591888428, 0.008507490158081055, 0.011067390441894531, 0.011959552764892578, 0.01065903902053833, 0.008397877216339111, 0.008279085159301758, 0.006936609745025635, 0.006680965423583984, 0.004930317401885986, 0.012145638465881348, 0.011065125465393066, 0.004517197608947754, 0.0026478171348571777, 0.005289256572723389, 0.001813262701034546, 0.013640761375427246, 0.011121988296508789, 0.01423633098602295, 0.016491800546646118, 0.012919515371322632, 0.012857407331466675, 0.012661665678024292, 0.014889925718307495, 0.013495981693267822, 0.011693954467773438, 0.0098876953125, 0.009211063385009766, 0.011415719985961914, 0.01261073350906372, 0.013020753860473633, 0.01210874319076538, 0.009622931480407715, 0.00969928503036499, 0.00921410322189331, 0.013551473617553711]"
mp-757363,15.504725903272629,"[0.00096912682056427, 0.003957226872444153, 0.0009369552135467529, 0.0012402087450027466, 0.0023818165063858032, 0.0022434741258621216, 4.42762565612793, 4.417334079742432, 4.448469161987305, 1.101453185081482, 0.0017442554235458374, 0.002008095383644104, 0.000809401273727417, 0.0024294257164001465, 0.00313355028629303, 0.0034002065658569336, 0.06083732843399048, 0.06434711813926697, 0.04947003722190857, 0.05458316206932068, 0.05891525745391846, 0.01762378215789795, 0.05677494406700134, 0.04913422465324402, 0.047812581062316895, 0.06167393922805786, 0.0074250102043151855, 0.057087242603302, 0.018278896808624268, 0.04876476526260376, 0.01284453272819519, 0.04481211304664612, 0.04326978325843811, 0.007113754749298096, 0.0497661828994751, 0.044641733169555664, 0.07564735412597656, 0.006873577833175659, 0.06909477710723877, 0.07779797911643982]"
