feature_index,meaning,block_type,mean_abs_shap
1787,Ga__std__OFM_component_23,species_block,0.0
1788,Ga__std__OFM_component_24,species_block,0.0
1789,Ga__std__OFM_component_25,species_block,0.0
1790,Ga__std__OFM_component_26,species_block,0.0
1791,Ga__std__OFM_component_27,species_block,0.0
1792,Ga__std__OFM_component_28,species_block,0.0
1793,Ga__std__OFM_component_29,species_block,0.0
1794,Ga__std__OFM_component_30,species_block,0.0
1795,Ga__std__OFM_component_31,species_block,0.0
1796,Ga__std__atomic_mass_norm,species_block,0.0
1797,Ga__std__atomic_number_norm,species_block,0.0
1798,Ga__std__atomic_radius_norm,species_block,0.0
1799,Ga__std__electron_affinity_norm,species_block,0.0
1800,Gd__count,species_block,2.4971880175463027e-05
1801,Gd__mean__magmom,species_block,2.1591734148131338e-06
1802,Gd__mean__OFM_component_0,species_block,0.0
1803,Gd__mean__OFM_component_1,species_block,5.352300643819064e-06
1804,Gd__mean__OFM_component_2,species_block,0.0
1805,Gd__mean__OFM_component_3,species_block,0.0
1806,Gd__mean__OFM_component_4,species_block,0.0
1807,Gd__mean__OFM_component_5,species_block,0.0
1808,Gd__mean__OFM_component_6,species_block,0.0
1809,Gd__mean__OFM_component_7,species_block,0.0
1810,Gd__mean__OFM_component_8,species_block,2.408480789427667e-06
1811,Gd__mean__OFM_component_9,species_block,0.0
1812,Gd__mean__OFM_component_10,species_block,0.0
1813,Gd__mean__OFM_component_11,species_block,0.0
1814,Gd__mean__OFM_component_12,species_block,0.0
1815,Gd__mean__OFM_component_13,species_block,0.0
1816,Gd__mean__OFM_component_14,species_block,0.0
1817,Gd__mean__OFM_component_15,species_block,0.0
1818,Gd__mean__OFM_component_16,species_block,0.0
1819,Gd__mean__OFM_component_17,species_block,0.0
1820,Gd__mean__OFM_component_18,species_block,0.0
1821,Gd__mean__OFM_component_19,species_block,0.0
1822,Gd__mean__OFM_component_20,species_block,0.0
1823,Gd__mean__OFM_component_21,species_block,0.0
1824,Gd__mean__OFM_component_22,species_block,0.0
1825,Gd__mean__OFM_component_23,species_block,0.0
1826,Gd__mean__OFM_component_24,species_block,4.290843339194046e-06
1827,Gd__mean__OFM_component_25,species_block,0.0
1828,Gd__mean__OFM_component_26,species_block,0.0
1829,Gd__mean__OFM_component_27,species_block,0.0
1830,Gd__mean__OFM_component_28,species_block,0.0
1831,Gd__mean__OFM_component_29,species_block,0.0
1832,Gd__mean__OFM_component_30,species_block,0.0
1833,Gd__mean__OFM_component_31,species_block,0.0
1834,Gd__mean__atomic_mass_norm,species_block,1.0887240750762184e-06
1835,Gd__mean__atomic_number_norm,species_block,2.3203787799160835e-06
1836,Gd__mean__atomic_radius_norm,species_block,4.757304993848343e-06
1837,Gd__mean__electron_affinity_norm,species_block,5.648915098104339e-06
1838,Gd__std__magmom,species_block,9.054380397060413e-08
1839,Gd__std__OFM_component_0,species_block,0.0
1840,Gd__std__OFM_component_1,species_block,0.0
1841,Gd__std__OFM_component_2,species_block,0.0
1842,Gd__std__OFM_component_3,species_block,0.0
1843,Gd__std__OFM_component_4,species_block,0.0
1844,Gd__std__OFM_component_5,species_block,0.0
1845,Gd__std__OFM_component_6,species_block,0.0
1846,Gd__std__OFM_component_7,species_block,0.0
1847,Gd__std__OFM_component_8,species_block,0.0
1848,Gd__std__OFM_component_9,species_block,0.0
1849,Gd__std__OFM_component_10,species_block,0.0
1850,Gd__std__OFM_component_11,species_block,0.0
1851,Gd__std__OFM_component_12,species_block,0.0
1852,Gd__std__OFM_component_13,species_block,0.0
1853,Gd__std__OFM_component_14,species_block,0.0
1854,Gd__std__OFM_component_15,species_block,0.0
1855,Gd__std__OFM_component_16,species_block,0.0
1856,Gd__std__OFM_component_17,species_block,0.0
1857,Gd__std__OFM_component_18,species_block,0.0
1858,Gd__std__OFM_component_19,species_block,0.0
1859,Gd__std__OFM_component_20,species_block,0.0
1860,Gd__std__OFM_component_21,species_block,0.0
1861,Gd__std__OFM_component_22,species_block,0.0
1862,Gd__std__OFM_component_23,species_block,0.0
1863,Gd__std__OFM_component_24,species_block,0.0
1864,Gd__std__OFM_component_25,species_block,0.0
1865,Gd__std__OFM_component_26,species_block,0.0
1866,Gd__std__OFM_component_27,species_block,0.0
1867,Gd__std__OFM_component_28,species_block,0.0
1868,Gd__std__OFM_component_29,species_block,0.0
1869,Gd__std__OFM_component_30,species_block,0.0
1870,Gd__std__OFM_component_31,species_block,0.0
1871,Gd__std__atomic_mass_norm,species_block,0.0
1872,Gd__std__atomic_number_norm,species_block,0.0
1873,Gd__std__atomic_radius_norm,species_block,0.0
1874,Gd__std__electron_affinity_norm,species_block,0.0
1875,Ge__count,species_block,3.6630125611491795e-06
1876,Ge__mean__magmom,species_block,1.171729513525763e-06
1877,Ge__mean__OFM_component_0,species_block,0.0
1878,Ge__mean__OFM_component_1,species_block,9.749802538897787e-07
1879,Ge__mean__OFM_component_2,species_block,0.0
1880,Ge__mean__OFM_component_3,species_block,5.358827814023214e-07
1881,Ge__mean__OFM_component_4,species_block,0.0
1882,Ge__mean__OFM_component_5,species_block,0.0
1883,Ge__mean__OFM_component_6,species_block,0.0
1884,Ge__mean__OFM_component_7,species_block,0.0
1885,Ge__mean__OFM_component_8,species_block,0.0
1886,Ge__mean__OFM_component_9,species_block,0.0
1887,Ge__mean__OFM_component_10,species_block,0.0
1888,Ge__mean__OFM_component_11,species_block,0.0
1889,Ge__mean__OFM_component_12,species_block,0.0
1890,Ge__mean__OFM_component_13,species_block,0.0
1891,Ge__mean__OFM_component_14,species_block,0.0
1892,Ge__mean__OFM_component_15,species_block,0.0
1893,Ge__mean__OFM_component_16,species_block,0.0
1894,Ge__mean__OFM_component_17,species_block,8.593339242955513e-07
1895,Ge__mean__OFM_component_18,species_block,0.0
1896,Ge__mean__OFM_component_19,species_block,0.0
1897,Ge__mean__OFM_component_20,species_block,0.0
1898,Ge__mean__OFM_component_21,species_block,0.0
1899,Ge__mean__OFM_component_22,species_block,0.0
1900,Ge__mean__OFM_component_23,species_block,0.0
1901,Ge__mean__OFM_component_24,species_block,0.0
1902,Ge__mean__OFM_component_25,species_block,0.0
1903,Ge__mean__OFM_component_26,species_block,0.0
1904,Ge__mean__OFM_component_27,species_block,0.0
1905,Ge__mean__OFM_component_28,species_block,0.0
1906,Ge__mean__OFM_component_29,species_block,0.0
1907,Ge__mean__OFM_component_30,species_block,0.0
1908,Ge__mean__OFM_component_31,species_block,0.0
1909,Ge__mean__atomic_mass_norm,species_block,2.0470689330515497e-06
1910,Ge__mean__atomic_number_norm,species_block,1.1314901387182965e-06
1911,Ge__mean__atomic_radius_norm,species_block,8.61699550844594e-07
1912,Ge__mean__electron_affinity_norm,species_block,7.675089319325859e-07
1913,Ge__std__magmom,species_block,5.937044372592478e-07
1914,Ge__std__OFM_component_0,species_block,0.0
1915,Ge__std__OFM_component_1,species_block,0.0
1916,Ge__std__OFM_component_2,species_block,0.0
1917,Ge__std__OFM_component_3,species_block,0.0
1918,Ge__std__OFM_component_4,species_block,0.0
1919,Ge__std__OFM_component_5,species_block,0.0
1920,Ge__std__OFM_component_6,species_block,0.0
1921,Ge__std__OFM_component_7,species_block,0.0
1922,Ge__std__OFM_component_8,species_block,0.0
1923,Ge__std__OFM_component_9,species_block,0.0
1924,Ge__std__OFM_component_10,species_block,0.0
1925,Ge__std__OFM_component_11,species_block,0.0
1926,Ge__std__OFM_component_12,species_block,0.0
1927,Ge__std__OFM_component_13,species_block,0.0
1928,Ge__std__OFM_component_14,species_block,0.0
1929,Ge__std__OFM_component_15,species_block,0.0
1930,Ge__std__OFM_component_16,species_block,0.0
1931,Ge__std__OFM_component_17,species_block,0.0
1932,Ge__std__OFM_component_18,species_block,0.0
1933,Ge__std__OFM_component_19,species_block,0.0
1934,Ge__std__OFM_component_20,species_block,0.0
1935,Ge__std__OFM_component_21,species_block,0.0
1936,Ge__std__OFM_component_22,species_block,0.0
1937,Ge__std__OFM_component_23,species_block,0.0
1938,Ge__std__OFM_component_24,species_block,0.0
1939,Ge__std__OFM_component_25,species_block,0.0
1940,Ge__std__OFM_component_26,species_block,0.0
1941,Ge__std__OFM_component_27,species_block,0.0
1942,Ge__std__OFM_component_28,species_block,0.0
1943,Ge__std__OFM_component_29,species_block,0.0
1944,Ge__std__OFM_component_30,species_block,0.0
1945,Ge__std__OFM_component_31,species_block,0.0
1946,Ge__std__atomic_mass_norm,species_block,0.0
1947,Ge__std__atomic_number_norm,species_block,0.0
1948,Ge__std__atomic_radius_norm,species_block,0.0
1949,Ge__std__electron_affinity_norm,species_block,0.0
1950,H__count,species_block,1.1858166889395155e-06
1951,H__mean__magmom,species_block,9.451297304646996e-08
1952,H__mean__OFM_component_0,species_block,7.225870929980972e-07
1953,H__mean__OFM_component_1,species_block,0.0
1954,H__mean__OFM_component_2,species_block,0.0
1955,H__mean__OFM_component_3,species_block,0.0
1956,H__mean__OFM_component_4,species_block,0.0
1957,H__mean__OFM_component_5,species_block,0.0
1958,H__mean__OFM_component_6,species_block,0.0
1959,H__mean__OFM_component_7,species_block,0.0
1960,H__mean__OFM_component_8,species_block,0.0
1961,H__mean__OFM_component_9,species_block,0.0
1962,H__mean__OFM_component_10,species_block,0.0
1963,H__mean__OFM_component_11,species_block,0.0
1964,H__mean__OFM_component_12,species_block,0.0
1965,H__mean__OFM_component_13,species_block,0.0
1966,H__mean__OFM_component_14,species_block,0.0
1967,H__mean__OFM_component_15,species_block,0.0
1968,H__mean__OFM_component_16,species_block,0.0
1969,H__mean__OFM_component_17,species_block,0.0
1970,H__mean__OFM_component_18,species_block,0.0
1971,H__mean__OFM_component_19,species_block,0.0
1972,H__mean__OFM_component_20,species_block,0.0
1973,H__mean__OFM_component_21,species_block,0.0
1974,H__mean__OFM_component_22,species_block,0.0
1975,H__mean__OFM_component_23,species_block,0.0
1976,H__mean__OFM_component_24,species_block,0.0
1977,H__mean__OFM_component_25,species_block,0.0
1978,H__mean__OFM_component_26,species_block,0.0
1979,H__mean__OFM_component_27,species_block,0.0
1980,H__mean__OFM_component_28,species_block,0.0
1981,H__mean__OFM_component_29,species_block,0.0
1982,H__mean__OFM_component_30,species_block,0.0
1983,H__mean__OFM_component_31,species_block,0.0
1984,H__mean__atomic_mass_norm,species_block,0.0
1985,H__mean__atomic_number_norm,species_block,0.0
1986,H__mean__atomic_radius_norm,species_block,0.0
1987,H__mean__electron_affinity_norm,species_block,2.5890046372680356e-07
1988,H__std__magmom,species_block,1.062754978212297e-06
1989,H__std__OFM_component_0,species_block,0.0
1990,H__std__OFM_component_1,species_block,0.0
1991,H__std__OFM_component_2,species_block,0.0
1992,H__std__OFM_component_3,species_block,0.0
1993,H__std__OFM_component_4,species_block,0.0
1994,H__std__OFM_component_5,species_block,0.0
1995,H__std__OFM_component_6,species_block,0.0
1996,H__std__OFM_component_7,species_block,0.0
1997,H__std__OFM_component_8,species_block,0.0
1998,H__std__OFM_component_9,species_block,0.0
1999,H__std__OFM_component_10,species_block,0.0
2000,H__std__OFM_component_11,species_block,0.0
2001,H__std__OFM_component_12,species_block,0.0
2002,H__std__OFM_component_13,species_block,0.0
2003,H__std__OFM_component_14,species_block,0.0
2004,H__std__OFM_component_15,species_block,0.0
2005,H__std__OFM_component_16,species_block,0.0
2006,H__std__OFM_component_17,species_block,0.0
2007,H__std__OFM_component_18,species_block,0.0
2008,H__std__OFM_component_19,species_block,0.0
2009,H__std__OFM_component_20,species_block,0.0
2010,H__std__OFM_component_21,species_block,0.0
2011,H__std__OFM_component_22,species_block,0.0
2012,H__std__OFM_component_23,species_block,0.0
2013,H__std__OFM_component_24,species_block,0.0
2014,H__std__OFM_component_25,species_block,0.0
2015,H__std__OFM_component_26,species_block,0.0
2016,H__std__OFM_component_27,species_block,0.0
2017,H__std__OFM_component_28,species_block,0.0
2018,H__std__OFM_component_29,species_block,0.0
2019,H__std__OFM_component_30,species_block,0.0
2020,H__std__OFM_component_31,species_block,0.0
2021,H__std__atomic_mass_norm,species_block,0.0
2022,H__std__atomic_number_norm,species_block,0.0
2023,H__std__atomic_radius_norm,species_block,0.0
2024,H__std__electron_affinity_norm,species_block,0.0
2025,Hf__count,species_block,4.3635739577229785e-07
2026,Hf__mean__magmom,species_block,2.0830569638421446e-07
2027,Hf__mean__OFM_component_0,species_block,0.0
2028,Hf__mean__OFM_component_1,species_block,3.7035874256528007e-07
2029,Hf__mean__OFM_component_2,species_block,0.0
2030,Hf__mean__OFM_component_3,species_block,0.0
2031,Hf__mean__OFM_component_4,species_block,0.0
2032,Hf__mean__OFM_component_5,species_block,0.0
2033,Hf__mean__OFM_component_6,species_block,0.0
2034,Hf__mean__OFM_component_7,species_block,0.0
2035,Hf__mean__OFM_component_8,species_block,0.0
2036,Hf__mean__OFM_component_9,species_block,1.8271400478634628e-07
2037,Hf__mean__OFM_component_10,species_block,0.0
2038,Hf__mean__OFM_component_11,species_block,0.0
2039,Hf__mean__OFM_component_12,species_block,0.0
2040,Hf__mean__OFM_component_13,species_block,0.0
2041,Hf__mean__OFM_component_14,species_block,0.0
2042,Hf__mean__OFM_component_15,species_block,0.0
2043,Hf__mean__OFM_component_16,species_block,0.0
2044,Hf__mean__OFM_component_17,species_block,0.0
2045,Hf__mean__OFM_component_18,species_block,0.0
2046,Hf__mean__OFM_component_19,species_block,0.0
2047,Hf__mean__OFM_component_20,species_block,0.0
2048,Hf__mean__OFM_component_21,species_block,0.0
2049,Hf__mean__OFM_component_22,species_block,0.0
2050,Hf__mean__OFM_component_23,species_block,0.0
2051,Hf__mean__OFM_component_24,species_block,0.0
2052,Hf__mean__OFM_component_25,species_block,0.0
2053,Hf__mean__OFM_component_26,species_block,0.0
2054,Hf__mean__OFM_component_27,species_block,0.0
2055,Hf__mean__OFM_component_28,species_block,0.0
2056,Hf__mean__OFM_component_29,species_block,0.0
2057,Hf__mean__OFM_component_30,species_block,0.0
2058,Hf__mean__OFM_component_31,species_block,4.0610122176332186e-08
2059,Hf__mean__atomic_mass_norm,species_block,2.9112532661223115e-07
2060,Hf__mean__atomic_number_norm,species_block,4.994384487479843e-07
2061,Hf__mean__atomic_radius_norm,species_block,6.040035486361362e-07
2062,Hf__mean__electron_affinity_norm,species_block,2.523897576704569e-08
2063,Hf__std__magmom,species_block,3.262483600963151e-08
2064,Hf__std__OFM_component_0,species_block,0.0
2065,Hf__std__OFM_component_1,species_block,0.0
2066,Hf__std__OFM_component_2,species_block,0.0
2067,Hf__std__OFM_component_3,species_block,0.0
2068,Hf__std__OFM_component_4,species_block,0.0
2069,Hf__std__OFM_component_5,species_block,0.0
2070,Hf__std__OFM_component_6,species_block,0.0
2071,Hf__std__OFM_component_7,species_block,0.0
2072,Hf__std__OFM_component_8,species_block,0.0
2073,Hf__std__OFM_component_9,species_block,0.0
2074,Hf__std__OFM_component_10,species_block,0.0
2075,Hf__std__OFM_component_11,species_block,0.0
2076,Hf__std__OFM_component_12,species_block,0.0
2077,Hf__std__OFM_component_13,species_block,0.0
2078,Hf__std__OFM_component_14,species_block,0.0
2079,Hf__std__OFM_component_15,species_block,0.0
2080,Hf__std__OFM_component_16,species_block,0.0
2081,Hf__std__OFM_component_17,species_block,0.0
2082,Hf__std__OFM_component_18,species_block,0.0
2083,Hf__std__OFM_component_19,species_block,0.0
2084,Hf__std__OFM_component_20,species_block,0.0
2085,Hf__std__OFM_component_21,species_block,0.0
2086,Hf__std__OFM_component_22,species_block,0.0
2087,Hf__std__OFM_component_23,species_block,0.0
2088,Hf__std__OFM_component_24,species_block,0.0
2089,Hf__std__OFM_component_25,species_block,0.0
2090,Hf__std__OFM_component_26,species_block,0.0
2091,Hf__std__OFM_component_27,species_block,0.0
2092,Hf__std__OFM_component_28,species_block,0.0
2093,Hf__std__OFM_component_29,species_block,0.0
2094,Hf__std__OFM_component_30,species_block,0.0
2095,Hf__std__OFM_component_31,species_block,0.0
2096,Hf__std__atomic_mass_norm,species_block,2.401215151621727e-09
2097,Hf__std__atomic_number_norm,species_block,0.0
2098,Hf__std__atomic_radius_norm,species_block,0.0
2099,Hf__std__electron_affinity_norm,species_block,0.0
2100,Hg__count,species_block,0.0
2101,Hg__mean__magmom,species_block,0.0
2102,Hg__mean__OFM_component_0,species_block,0.0
2103,Hg__mean__OFM_component_1,species_block,0.0
2104,Hg__mean__OFM_component_2,species_block,0.0
2105,Hg__mean__OFM_component_3,species_block,0.0
2106,Hg__mean__OFM_component_4,species_block,0.0
2107,Hg__mean__OFM_component_5,species_block,0.0
2108,Hg__mean__OFM_component_6,species_block,0.0
2109,Hg__mean__OFM_component_7,species_block,0.0
2110,Hg__mean__OFM_component_8,species_block,0.0
2111,Hg__mean__OFM_component_9,species_block,0.0
2112,Hg__mean__OFM_component_10,species_block,0.0
2113,Hg__mean__OFM_component_11,species_block,0.0
2114,Hg__mean__OFM_component_12,species_block,0.0
2115,Hg__mean__OFM_component_13,species_block,0.0
2116,Hg__mean__OFM_component_14,species_block,0.0
2117,Hg__mean__OFM_component_15,species_block,0.0
2118,Hg__mean__OFM_component_16,species_block,0.0
2119,Hg__mean__OFM_component_17,species_block,0.0
2120,Hg__mean__OFM_component_18,species_block,0.0
2121,Hg__mean__OFM_component_19,species_block,0.0
2122,Hg__mean__OFM_component_20,species_block,0.0
2123,Hg__mean__OFM_component_21,species_block,0.0
2124,Hg__mean__OFM_component_22,species_block,0.0
2125,Hg__mean__OFM_component_23,species_block,0.0
2126,Hg__mean__OFM_component_24,species_block,0.0
2127,Hg__mean__OFM_component_25,species_block,0.0
2128,Hg__mean__OFM_component_26,species_block,0.0
2129,Hg__mean__OFM_component_27,species_block,0.0
2130,Hg__mean__OFM_component_28,species_block,0.0
2131,Hg__mean__OFM_component_29,species_block,0.0
2132,Hg__mean__OFM_component_30,species_block,0.0
2133,Hg__mean__OFM_component_31,species_block,0.0
2134,Hg__mean__atomic_mass_norm,species_block,0.0
2135,Hg__mean__atomic_number_norm,species_block,0.0
2136,Hg__mean__atomic_radius_norm,species_block,0.0
2137,Hg__mean__electron_affinity_norm,species_block,0.0
2138,Hg__std__magmom,species_block,0.0
2139,Hg__std__OFM_component_0,species_block,0.0
2140,Hg__std__OFM_component_1,species_block,0.0
2141,Hg__std__OFM_component_2,species_block,0.0
2142,Hg__std__OFM_component_3,species_block,0.0
2143,Hg__std__OFM_component_4,species_block,0.0
2144,Hg__std__OFM_component_5,species_block,0.0
2145,Hg__std__OFM_component_6,species_block,0.0
2146,Hg__std__OFM_component_7,species_block,0.0
2147,Hg__std__OFM_component_8,species_block,0.0
2148,Hg__std__OFM_component_9,species_block,0.0
2149,Hg__std__OFM_component_10,species_block,0.0
2150,Hg__std__OFM_component_11,species_block,0.0
2151,Hg__std__OFM_component_12,species_block,0.0
2152,Hg__std__OFM_component_13,species_block,0.0
2153,Hg__std__OFM_component_14,species_block,0.0
2154,Hg__std__OFM_component_15,species_block,0.0
2155,Hg__std__OFM_component_16,species_block,0.0
2156,Hg__std__OFM_component_17,species_block,0.0
2157,Hg__std__OFM_component_18,species_block,0.0
2158,Hg__std__OFM_component_19,species_block,0.0
2159,Hg__std__OFM_component_20,species_block,0.0
2160,Hg__std__OFM_component_21,species_block,0.0
2161,Hg__std__OFM_component_22,species_block,0.0
2162,Hg__std__OFM_component_23,species_block,0.0
2163,Hg__std__OFM_component_24,species_block,0.0
2164,Hg__std__OFM_component_25,species_block,0.0
2165,Hg__std__OFM_component_26,species_block,0.0
2166,Hg__std__OFM_component_27,species_block,0.0
2167,Hg__std__OFM_component_28,species_block,0.0
2168,Hg__std__OFM_component_29,species_block,0.0
2169,Hg__std__OFM_component_30,species_block,0.0
2170,Hg__std__OFM_component_31,species_block,0.0
2171,Hg__std__atomic_mass_norm,species_block,0.0
2172,Hg__std__atomic_number_norm,species_block,0.0
2173,Hg__std__atomic_radius_norm,species_block,0.0
2174,Hg__std__electron_affinity_norm,species_block,0.0
2175,Ho__count,species_block,9.82420387743935e-07
2176,Ho__mean__magmom,species_block,1.4807196058296895e-06
2177,Ho__mean__OFM_component_0,species_block,0.0
2178,Ho__mean__OFM_component_1,species_block,1.7720742587581556e-06
2179,Ho__mean__OFM_component_2,species_block,0.0
2180,Ho__mean__OFM_component_3,species_block,0.0
2181,Ho__mean__OFM_component_4,species_block,0.0
2182,Ho__mean__OFM_component_5,species_block,0.0
2183,Ho__mean__OFM_component_6,species_block,0.0
2184,Ho__mean__OFM_component_7,species_block,0.0
2185,Ho__mean__OFM_component_8,species_block,0.0
2186,Ho__mean__OFM_component_9,species_block,0.0
2187,Ho__mean__OFM_component_10,species_block,0.0
2188,Ho__mean__OFM_component_11,species_block,0.0
2189,Ho__mean__OFM_component_12,species_block,0.0
2190,Ho__mean__OFM_component_13,species_block,0.0
2191,Ho__mean__OFM_component_14,species_block,0.0
2192,Ho__mean__OFM_component_15,species_block,0.0
2193,Ho__mean__OFM_component_16,species_block,0.0
2194,Ho__mean__OFM_component_17,species_block,0.0
2195,Ho__mean__OFM_component_18,species_block,0.0
2196,Ho__mean__OFM_component_19,species_block,0.0
2197,Ho__mean__OFM_component_20,species_block,0.0
2198,Ho__mean__OFM_component_21,species_block,0.0
2199,Ho__mean__OFM_component_22,species_block,0.0
2200,Ho__mean__OFM_component_23,species_block,0.0
2201,Ho__mean__OFM_component_24,species_block,0.0
2202,Ho__mean__OFM_component_25,species_block,0.0
2203,Ho__mean__OFM_component_26,species_block,0.0
2204,Ho__mean__OFM_component_27,species_block,0.0
2205,Ho__mean__OFM_component_28,species_block,8.040841061176441e-07
2206,Ho__mean__OFM_component_29,species_block,0.0
2207,Ho__mean__OFM_component_30,species_block,0.0
2208,Ho__mean__OFM_component_31,species_block,0.0
2209,Ho__mean__atomic_mass_norm,species_block,4.1125339132478165e-07
2210,Ho__mean__atomic_number_norm,species_block,4.239559133529843e-07
2211,Ho__mean__atomic_radius_norm,species_block,4.6307365841046e-07
2212,Ho__mean__electron_affinity_norm,species_block,1.0196479159453699e-06
2213,Ho__std__magmom,species_block,9.278547983655017e-08
2214,Ho__std__OFM_component_0,species_block,0.0
2215,Ho__std__OFM_component_1,species_block,0.0
2216,Ho__std__OFM_component_2,species_block,0.0
2217,Ho__std__OFM_component_3,species_block,0.0
2218,Ho__std__OFM_component_4,species_block,0.0
2219,Ho__std__OFM_component_5,species_block,0.0
2220,Ho__std__OFM_component_6,species_block,0.0
2221,Ho__std__OFM_component_7,species_block,0.0
2222,Ho__std__OFM_component_8,species_block,0.0
2223,Ho__std__OFM_component_9,species_block,0.0
2224,Ho__std__OFM_component_10,species_block,0.0
2225,Ho__std__OFM_component_11,species_block,0.0
2226,Ho__std__OFM_component_12,species_block,0.0
2227,Ho__std__OFM_component_13,species_block,0.0
2228,Ho__std__OFM_component_14,species_block,0.0
2229,Ho__std__OFM_component_15,species_block,0.0
2230,Ho__std__OFM_component_16,species_block,0.0
2231,Ho__std__OFM_component_17,species_block,0.0
2232,Ho__std__OFM_component_18,species_block,0.0
2233,Ho__std__OFM_component_19,species_block,0.0
2234,Ho__std__OFM_component_20,species_block,0.0
2235,Ho__std__OFM_component_21,species_block,0.0
2236,Ho__std__OFM_component_22,species_block,0.0
2237,Ho__std__OFM_component_23,species_block,0.0
2238,Ho__std__OFM_component_24,species_block,0.0
2239,Ho__std__OFM_component_25,species_block,0.0
2240,Ho__std__OFM_component_26,species_block,0.0
2241,Ho__std__OFM_component_27,species_block,0.0
2242,Ho__std__OFM_component_28,species_block,0.0
2243,Ho__std__OFM_component_29,species_block,0.0
2244,Ho__std__OFM_component_30,species_block,0.0
2245,Ho__std__OFM_component_31,species_block,0.0
2246,Ho__std__atomic_mass_norm,species_block,0.0
2247,Ho__std__atomic_number_norm,species_block,0.0
2248,Ho__std__atomic_radius_norm,species_block,0.0
2249,Ho__std__electron_affinity_norm,species_block,0.0
2250,I__count,species_block,0.0
2251,I__mean__magmom,species_block,0.0
2252,I__mean__OFM_component_0,species_block,0.0
2253,I__mean__OFM_component_1,species_block,0.0
2254,I__mean__OFM_component_2,species_block,0.0
2255,I__mean__OFM_component_3,species_block,0.0
2256,I__mean__OFM_component_4,species_block,0.0
2257,I__mean__OFM_component_5,species_block,0.0
2258,I__mean__OFM_component_6,species_block,0.0
2259,I__mean__OFM_component_7,species_block,0.0
2260,I__mean__OFM_component_8,species_block,0.0
2261,I__mean__OFM_component_9,species_block,0.0
2262,I__mean__OFM_component_10,species_block,0.0
2263,I__mean__OFM_component_11,species_block,0.0
2264,I__mean__OFM_component_12,species_block,0.0
2265,I__mean__OFM_component_13,species_block,0.0
2266,I__mean__OFM_component_14,species_block,0.0
2267,I__mean__OFM_component_15,species_block,0.0
2268,I__mean__OFM_component_16,species_block,0.0
2269,I__mean__OFM_component_17,species_block,0.0
2270,I__mean__OFM_component_18,species_block,0.0
2271,I__mean__OFM_component_19,species_block,0.0
2272,I__mean__OFM_component_20,species_block,0.0
2273,I__mean__OFM_component_21,species_block,0.0
2274,I__mean__OFM_component_22,species_block,0.0
2275,I__mean__OFM_component_23,species_block,0.0
2276,I__mean__OFM_component_24,species_block,0.0
2277,I__mean__OFM_component_25,species_block,0.0
2278,I__mean__OFM_component_26,species_block,0.0
2279,I__mean__OFM_component_27,species_block,0.0
2280,I__mean__OFM_component_28,species_block,0.0
2281,I__mean__OFM_component_29,species_block,0.0
2282,I__mean__OFM_component_30,species_block,0.0
2283,I__mean__OFM_component_31,species_block,0.0
2284,I__mean__atomic_mass_norm,species_block,0.0
2285,I__mean__atomic_number_norm,species_block,0.0
2286,I__mean__atomic_radius_norm,species_block,0.0
2287,I__mean__electron_affinity_norm,species_block,0.0
2288,I__std__magmom,species_block,0.0
2289,I__std__OFM_component_0,species_block,0.0
2290,I__std__OFM_component_1,species_block,0.0
2291,I__std__OFM_component_2,species_block,0.0
2292,I__std__OFM_component_3,species_block,0.0
2293,I__std__OFM_component_4,species_block,0.0
2294,I__std__OFM_component_5,species_block,0.0
2295,I__std__OFM_component_6,species_block,0.0
2296,I__std__OFM_component_7,species_block,0.0
2297,I__std__OFM_component_8,species_block,0.0
2298,I__std__OFM_component_9,species_block,0.0
2299,I__std__OFM_component_10,species_block,0.0
2300,I__std__OFM_component_11,species_block,0.0
2301,I__std__OFM_component_12,species_block,0.0
2302,I__std__OFM_component_13,species_block,0.0
2303,I__std__OFM_component_14,species_block,0.0
2304,I__std__OFM_component_15,species_block,0.0
2305,I__std__OFM_component_16,species_block,0.0
2306,I__std__OFM_component_17,species_block,0.0
2307,I__std__OFM_component_18,species_block,0.0
2308,I__std__OFM_component_19,species_block,0.0
2309,I__std__OFM_component_20,species_block,0.0
2310,I__std__OFM_component_21,species_block,0.0
2311,I__std__OFM_component_22,species_block,0.0
2312,I__std__OFM_component_23,species_block,0.0
2313,I__std__OFM_component_24,species_block,0.0
2314,I__std__OFM_component_25,species_block,0.0
2315,I__std__OFM_component_26,species_block,0.0
2316,I__std__OFM_component_27,species_block,0.0
2317,I__std__OFM_component_28,species_block,0.0
2318,I__std__OFM_component_29,species_block,0.0
2319,I__std__OFM_component_30,species_block,0.0
2320,I__std__OFM_component_31,species_block,0.0
2321,I__std__atomic_mass_norm,species_block,0.0
2322,I__std__atomic_number_norm,species_block,0.0
2323,I__std__atomic_radius_norm,species_block,0.0
2324,I__std__electron_affinity_norm,species_block,0.0
2325,In__count,species_block,3.180220350795792e-07
2326,In__mean__magmom,species_block,2.3224427767599052e-07
2327,In__mean__OFM_component_0,species_block,0.0
2328,In__mean__OFM_component_1,species_block,2.6249955748776986e-07
2329,In__mean__OFM_component_2,species_block,1.4796831110050236e-06
2330,In__mean__OFM_component_3,species_block,0.0
2331,In__mean__OFM_component_4,species_block,0.0
2332,In__mean__OFM_component_5,species_block,0.0
2333,In__mean__OFM_component_6,species_block,0.0
